Variable_1,Variable_2,Correlation
Brain - Hypothalamus_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8201266624551594
Brain - Hypothalamus_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7176362058704846
Brain - Hypothalamus_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8192767601160574
Brain - Hypothalamus_GTExTPM,Fallopian Tube_GTExTPM,0.8027216385850771
Brain - Hypothalamus_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8032210555729087
Brain - Hypothalamus_GTExTPM,Heart - Left Ventricle_GTExTPM,0.7933131457689273
Brain - Hypothalamus_GTExTPM,Kidney - Cortex_GTExTPM,0.7694998458731924
Brain - Hypothalamus_GTExTPM,Kidney - Medulla_GTExTPM,0.7773040126148891
Brain - Hypothalamus_GTExTPM,Liver_GTExTPM,0.6949747216493899
Brain - Hypothalamus_GTExTPM,Lung_GTExTPM,0.7530615554042309
Brain - Hypothalamus_GTExTPM,Minor Salivary Gland_GTExTPM,0.7590905754614908
Brain - Hypothalamus_GTExTPM,Muscle - Skeletal_GTExTPM,0.759981346814517
Brain - Hypothalamus_GTExTPM,Nerve - Tibial_GTExTPM,0.814641780253637
Brain - Hypothalamus_GTExTPM,Ovary_GTExTPM,0.8005381289233131
Brain - Hypothalamus_GTExTPM,Pancreas_GTExTPM,0.7665542433953983
Brain - Hypothalamus_GTExTPM,Pituitary_GTExTPM,0.8804719643204086
Brain - Hypothalamus_GTExTPM,Prostate_GTExTPM,0.8016458255896701
Brain - Hypothalamus_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7186001500803251
Brain - Hypothalamus_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.7182439215202765
Brain - Hypothalamus_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7414506842172289
Brain - Hypothalamus_GTExTPM,Spleen_GTExTPM,0.7297888822728887
Brain - Hypothalamus_GTExTPM,Stomach_GTExTPM,0.7805433051432349
Brain - Hypothalamus_GTExTPM,Testis_GTExTPM,0.6399163426580414
Brain - Hypothalamus_GTExTPM,Thyroid_GTExTPM,0.7919458065770387
Brain - Hypothalamus_GTExTPM,Uterus_GTExTPM,0.8020076355063346
Brain - Hypothalamus_GTExTPM,Vagina_GTExTPM,0.7571601041511291
Brain - Hypothalamus_GTExTPM,Whole Blood_GTExTPM,0.6632971241377219
Brain - Hypothalamus_GTExTPM,opentargets_association_score,-0.035953125987401024
Brain - Hypothalamus_GTExTPM,DGIdb_interaction_group_score,-0.03337650327792516
Brain - Hypothalamus_GTExTPM,HIPred,0.46233840708089335
Brain - Hypothalamus_GTExTPM,SDI,0.2828166314576702
Brain - Hypothalamus_GTExTPM,pLI,0.3305972222268074
Brain - Hypothalamus_GTExTPM,O_GlcNAc_Score,-0.001981968635569935
Brain - Hypothalamus_GTExTPM,RVIS_Score,-0.3214657020306918
Brain - Hypothalamus_GTExTPM,IPA_BP,-0.002656822486307843
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Chr,0.027839912066722323
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Gene_length,0.12121160844195543
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.7544823265211724
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.7548574191793901
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Adrenal Gland_GTExTPM,0.7919381055951609
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Artery - Aorta_GTExTPM,0.7734327594021811
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Artery - Coronary_GTExTPM,0.7777082455355457
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Artery - Tibial_GTExTPM,0.773485705614701
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Bladder_GTExTPM,0.7773484783185562
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Amygdala_GTExTPM,0.9770086538959384
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9755023975562096
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.992705219636432
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.8921018080908965
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Cerebellum_GTExTPM,0.8953513496739774
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Cortex_GTExTPM,0.9687318332014104
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9676950209371539
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Hippocampus_GTExTPM,0.9710633854037891
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9689211980121398
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,1.0
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9868975287522019
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.9077676811516869
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9486185088621273
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.7623550546557308
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7289590924912875
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.6629314005414156
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Cervix - Ectocervix_GTExTPM,0.7848209149300023
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Cervix - Endocervix_GTExTPM,0.789569685447013
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Colon - Sigmoid_GTExTPM,0.8088920901920181
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Colon - Transverse_GTExTPM,0.7516998426010919
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8018089465052299
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7028914939052158
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8007917149915273
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Fallopian Tube_GTExTPM,0.7831677733794234
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.7850934006262039
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Heart - Left Ventricle_GTExTPM,0.7781557546939393
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Kidney - Cortex_GTExTPM,0.7512170684832842
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Kidney - Medulla_GTExTPM,0.757963167564744
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Liver_GTExTPM,0.677671394351672
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Lung_GTExTPM,0.7278259872346304
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Minor Salivary Gland_GTExTPM,0.7409417540450693
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Muscle - Skeletal_GTExTPM,0.7487865414542312
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Nerve - Tibial_GTExTPM,0.7949584913844229
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Ovary_GTExTPM,0.7852533116880307
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Pancreas_GTExTPM,0.7494123811021322
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Pituitary_GTExTPM,0.8589833669934474
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Prostate_GTExTPM,0.7828659556948522
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7065494736114774
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.7061349940898668
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7192160248200729
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Spleen_GTExTPM,0.7076165326822175
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Stomach_GTExTPM,0.7604947660214421
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Testis_GTExTPM,0.6302978538020991
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Thyroid_GTExTPM,0.7747350066322491
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Uterus_GTExTPM,0.7849475772476839
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Vagina_GTExTPM,0.7397210049551349
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,Whole Blood_GTExTPM,0.6448444760716764
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,opentargets_association_score,-0.031061721110548432
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,DGIdb_interaction_group_score,-0.05785235388727736
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,HIPred,0.464143440513079
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,SDI,0.2748706543581005
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,pLI,0.3336540845980525
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,O_GlcNAc_Score,0.0036554293253436196
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,RVIS_Score,-0.3266199935278334
Brain - Nucleus accumbens (basal ganglia)_GTExTPM,IPA_BP,-0.0069060071681230585
Brain - Putamen (basal ganglia)_GTExTPM,Chr,0.03324794620145232
Brain - Putamen (basal ganglia)_GTExTPM,Gene_length,0.11139814882910609
Brain - Putamen (basal ganglia)_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.7792518804539047
Brain - Putamen (basal ganglia)_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.7803437580914245
Brain - Putamen (basal ganglia)_GTExTPM,Adrenal Gland_GTExTPM,0.8063963055928068
Brain - Putamen (basal ganglia)_GTExTPM,Artery - Aorta_GTExTPM,0.7932155144725415
Brain - Putamen (basal ganglia)_GTExTPM,Artery - Coronary_GTExTPM,0.8001028039991585
Brain - Putamen (basal ganglia)_GTExTPM,Artery - Tibial_GTExTPM,0.792804667776286
Brain - Putamen (basal ganglia)_GTExTPM,Bladder_GTExTPM,0.7983321703621068
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Amygdala_GTExTPM,0.9807254671818066
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.969705406029266
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9969310038115101
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.8844899475464706
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Cerebellum_GTExTPM,0.8897667219013176
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Cortex_GTExTPM,0.9640812525822073
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9597595124403823
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Hippocampus_GTExTPM,0.9791604137030316
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9676248032971533
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9868975287522019
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,1.0
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.9327731764777996
Brain - Putamen (basal ganglia)_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9672091626468274
Brain - Putamen (basal ganglia)_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.7862290258835384
Brain - Putamen (basal ganglia)_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7424720703253839
Brain - Putamen (basal ganglia)_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.6735466408213427
Brain - Putamen (basal ganglia)_GTExTPM,Cervix - Ectocervix_GTExTPM,0.8038962951607402
Brain - Putamen (basal ganglia)_GTExTPM,Cervix - Endocervix_GTExTPM,0.8084144751327786
Brain - Putamen (basal ganglia)_GTExTPM,Colon - Sigmoid_GTExTPM,0.8264289922278331
Brain - Putamen (basal ganglia)_GTExTPM,Colon - Transverse_GTExTPM,0.7725779806897207
Brain - Putamen (basal ganglia)_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8218207340905452
Brain - Putamen (basal ganglia)_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7214064481667314
Brain - Putamen (basal ganglia)_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8206678344886992
Brain - Putamen (basal ganglia)_GTExTPM,Fallopian Tube_GTExTPM,0.802112052344413
Brain - Putamen (basal ganglia)_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8061714372279014
Brain - Putamen (basal ganglia)_GTExTPM,Heart - Left Ventricle_GTExTPM,0.7994426952722485
Brain - Putamen (basal ganglia)_GTExTPM,Kidney - Cortex_GTExTPM,0.7714003881017975
Brain - Putamen (basal ganglia)_GTExTPM,Kidney - Medulla_GTExTPM,0.7784609104479013
Brain - Putamen (basal ganglia)_GTExTPM,Liver_GTExTPM,0.6974800624957308
Brain - Putamen (basal ganglia)_GTExTPM,Lung_GTExTPM,0.7537156343039201
Brain - Putamen (basal ganglia)_GTExTPM,Minor Salivary Gland_GTExTPM,0.7615174096267566
Brain - Putamen (basal ganglia)_GTExTPM,Muscle - Skeletal_GTExTPM,0.7669062750771174
Brain - Putamen (basal ganglia)_GTExTPM,Nerve - Tibial_GTExTPM,0.8182498621551415
Brain - Putamen (basal ganglia)_GTExTPM,Ovary_GTExTPM,0.7984014158549758
Brain - Putamen (basal ganglia)_GTExTPM,Pancreas_GTExTPM,0.76421411605239
Brain - Putamen (basal ganglia)_GTExTPM,Pituitary_GTExTPM,0.8593808568573068
Brain - Putamen (basal ganglia)_GTExTPM,Prostate_GTExTPM,0.8024678358157585
Brain - Putamen (basal ganglia)_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7239438203278492
Brain - Putamen (basal ganglia)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.724323871931455
Brain - Putamen (basal ganglia)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7418704182099296
Brain - Putamen (basal ganglia)_GTExTPM,Spleen_GTExTPM,0.7303521833434857
Brain - Putamen (basal ganglia)_GTExTPM,Stomach_GTExTPM,0.7812446491806943
Brain - Putamen (basal ganglia)_GTExTPM,Testis_GTExTPM,0.6312792356885341
Brain - Putamen (basal ganglia)_GTExTPM,Thyroid_GTExTPM,0.7942388592630635
Brain - Putamen (basal ganglia)_GTExTPM,Uterus_GTExTPM,0.8034827823710468
Brain - Putamen (basal ganglia)_GTExTPM,Vagina_GTExTPM,0.7601590993569439
Brain - Putamen (basal ganglia)_GTExTPM,Whole Blood_GTExTPM,0.6638054686867925
Brain - Putamen (basal ganglia)_GTExTPM,opentargets_association_score,-0.042315719376983
Brain - Putamen (basal ganglia)_GTExTPM,DGIdb_interaction_group_score,-0.05518803288643813
Brain - Putamen (basal ganglia)_GTExTPM,HIPred,0.4588639920459379
Brain - Putamen (basal ganglia)_GTExTPM,SDI,0.2805763612559633
Brain - Putamen (basal ganglia)_GTExTPM,pLI,0.32480725970791297
Brain - Putamen (basal ganglia)_GTExTPM,O_GlcNAc_Score,0.0012733444810922993
Brain - Putamen (basal ganglia)_GTExTPM,RVIS_Score,-0.32338912235320993
Brain - Putamen (basal ganglia)_GTExTPM,IPA_BP,-0.000490664775057921
Brain - Spinal cord (cervical c-1)_GTExTPM,Chr,0.018664625627067846
Brain - Spinal cord (cervical c-1)_GTExTPM,Gene_length,0.11969777888833122
Brain - Spinal cord (cervical c-1)_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.8277189799963354
Brain - Spinal cord (cervical c-1)_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.8280326106399305
Brain - Spinal cord (cervical c-1)_GTExTPM,Adrenal Gland_GTExTPM,0.8430071270729605
Brain - Spinal cord (cervical c-1)_GTExTPM,Artery - Aorta_GTExTPM,0.8356481782422719
Brain - Spinal cord (cervical c-1)_GTExTPM,Artery - Coronary_GTExTPM,0.8433821000351674
Brain - Spinal cord (cervical c-1)_GTExTPM,Artery - Tibial_GTExTPM,0.8338905133779878
Brain - Spinal cord (cervical c-1)_GTExTPM,Bladder_GTExTPM,0.8390134308571221
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Amygdala_GTExTPM,0.936027212461373
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9041049374950532
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9241943173151358
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.856575191970217
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Cerebellum_GTExTPM,0.8571724575104037
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Cortex_GTExTPM,0.8945119547465082
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.8913423515104886
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Hippocampus_GTExTPM,0.9462902275983152
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9383705918638928
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9077676811516869
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9327731764777996
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,1.0
Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Substantia nigra_GTExTPM,0.975519187517257
Brain - Spinal cord (cervical c-1)_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.8294457483376242
Brain - Spinal cord (cervical c-1)_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7863117438433934
Brain - Spinal cord (cervical c-1)_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7317673781303464
Brain - Spinal cord (cervical c-1)_GTExTPM,Cervix - Ectocervix_GTExTPM,0.8374955130694236
Brain - Spinal cord (cervical c-1)_GTExTPM,Cervix - Endocervix_GTExTPM,0.8422742660437201
Brain - Spinal cord (cervical c-1)_GTExTPM,Colon - Sigmoid_GTExTPM,0.8578742203148927
Brain - Spinal cord (cervical c-1)_GTExTPM,Colon - Transverse_GTExTPM,0.8120031489174602
Brain - Spinal cord (cervical c-1)_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8527790332649993
Brain - Spinal cord (cervical c-1)_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7599154507629282
Brain - Spinal cord (cervical c-1)_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8521239508323925
Brain - Spinal cord (cervical c-1)_GTExTPM,Fallopian Tube_GTExTPM,0.8378787498720485
Brain - Spinal cord (cervical c-1)_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8344435888598387
Brain - Spinal cord (cervical c-1)_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8250828273928392
Brain - Spinal cord (cervical c-1)_GTExTPM,Kidney - Cortex_GTExTPM,0.8030150199419147
Brain - Spinal cord (cervical c-1)_GTExTPM,Kidney - Medulla_GTExTPM,0.8104225284293872
Brain - Spinal cord (cervical c-1)_GTExTPM,Liver_GTExTPM,0.7374652052090404
Brain - Spinal cord (cervical c-1)_GTExTPM,Lung_GTExTPM,0.8060197044495657
Brain - Spinal cord (cervical c-1)_GTExTPM,Minor Salivary Gland_GTExTPM,0.8002822694850403
Brain - Spinal cord (cervical c-1)_GTExTPM,Muscle - Skeletal_GTExTPM,0.797831372982599
Brain - Spinal cord (cervical c-1)_GTExTPM,Nerve - Tibial_GTExTPM,0.864522911962317
Brain - Spinal cord (cervical c-1)_GTExTPM,Ovary_GTExTPM,0.8303397661273108
Brain - Spinal cord (cervical c-1)_GTExTPM,Pancreas_GTExTPM,0.7958079958384842
Brain - Spinal cord (cervical c-1)_GTExTPM,Pituitary_GTExTPM,0.8522851391558938
Brain - Spinal cord (cervical c-1)_GTExTPM,Prostate_GTExTPM,0.831940974247274
Brain - Spinal cord (cervical c-1)_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7571765599081426
Brain - Spinal cord (cervical c-1)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.7562134352055953
Brain - Spinal cord (cervical c-1)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7905792160846514
Brain - Spinal cord (cervical c-1)_GTExTPM,Spleen_GTExTPM,0.7868523984741242
Brain - Spinal cord (cervical c-1)_GTExTPM,Stomach_GTExTPM,0.8181231542829168
Brain - Spinal cord (cervical c-1)_GTExTPM,Testis_GTExTPM,0.6452716934769903
Brain - Spinal cord (cervical c-1)_GTExTPM,Thyroid_GTExTPM,0.8243961830030159
Brain - Spinal cord (cervical c-1)_GTExTPM,Uterus_GTExTPM,0.837168221948695
Brain - Spinal cord (cervical c-1)_GTExTPM,Vagina_GTExTPM,0.7967156000778707
Brain - Spinal cord (cervical c-1)_GTExTPM,Whole Blood_GTExTPM,0.7272577402290868
Brain - Spinal cord (cervical c-1)_GTExTPM,opentargets_association_score,-0.0508205025139214
Brain - Spinal cord (cervical c-1)_GTExTPM,DGIdb_interaction_group_score,-0.00415011118387395
Brain - Spinal cord (cervical c-1)_GTExTPM,HIPred,0.4320491517620616
Brain - Spinal cord (cervical c-1)_GTExTPM,SDI,0.2797292033620216
Brain - Spinal cord (cervical c-1)_GTExTPM,pLI,0.3008150324184338
Brain - Spinal cord (cervical c-1)_GTExTPM,O_GlcNAc_Score,-0.004276612575384541
Brain - Spinal cord (cervical c-1)_GTExTPM,RVIS_Score,-0.2933336299637688
Brain - Spinal cord (cervical c-1)_GTExTPM,IPA_BP,-0.015504518111423738
Brain - Substantia nigra_GTExTPM,Chr,0.02591822080260433
Brain - Substantia nigra_GTExTPM,Gene_length,0.11595437231217447
Brain - Substantia nigra_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.814384166055572
Brain - Substantia nigra_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.8154038725232273
Brain - Substantia nigra_GTExTPM,Adrenal Gland_GTExTPM,0.8354189796005907
Brain - Substantia nigra_GTExTPM,Artery - Aorta_GTExTPM,0.8247687509636217
Brain - Substantia nigra_GTExTPM,Artery - Coronary_GTExTPM,0.8328001220059852
Brain - Substantia nigra_GTExTPM,Artery - Tibial_GTExTPM,0.8220742279993258
Brain - Substantia nigra_GTExTPM,Bladder_GTExTPM,0.8276637453789227
Brain - Substantia nigra_GTExTPM,Brain - Amygdala_GTExTPM,0.9725227567830685
Brain - Substantia nigra_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9494782408926663
Brain - Substantia nigra_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9614544850121287
Brain - Substantia nigra_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.8765081759178502
Brain - Substantia nigra_GTExTPM,Brain - Cerebellum_GTExTPM,0.8801641133986301
Brain - Substantia nigra_GTExTPM,Brain - Cortex_GTExTPM,0.938807575050851
Brain - Substantia nigra_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.93537236216962
Brain - Substantia nigra_GTExTPM,Brain - Hippocampus_GTExTPM,0.9748738723950265
Brain - Substantia nigra_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9744279142658072
Brain - Substantia nigra_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9486185088621273
Brain - Substantia nigra_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9672091626468274
Brain - Substantia nigra_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.975519187517257
Brain - Substantia nigra_GTExTPM,Brain - Substantia nigra_GTExTPM,1.0
Brain - Substantia nigra_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.8183330989902879
Brain - Substantia nigra_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7698336785976749
Brain - Substantia nigra_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7032014367250422
Brain - Substantia nigra_GTExTPM,Cervix - Ectocervix_GTExTPM,0.8285005627454255
Brain - Substantia nigra_GTExTPM,Cervix - Endocervix_GTExTPM,0.8332042216954421
Brain - Substantia nigra_GTExTPM,Colon - Sigmoid_GTExTPM,0.8509966040899293
Brain - Substantia nigra_GTExTPM,Colon - Transverse_GTExTPM,0.8001666241594275
Brain - Substantia nigra_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8473735072009421
Brain - Substantia nigra_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7471147625337625
Brain - Substantia nigra_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8465770201114937
Brain - Substantia nigra_GTExTPM,Fallopian Tube_GTExTPM,0.8282966573445913
Brain - Substantia nigra_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8333860394597068
Brain - Substantia nigra_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8248257085924339
Brain - Substantia nigra_GTExTPM,Kidney - Cortex_GTExTPM,0.7985220271779268
Brain - Substantia nigra_GTExTPM,Kidney - Medulla_GTExTPM,0.804980238149411
Brain - Substantia nigra_GTExTPM,Liver_GTExTPM,0.7281693667836322
Brain - Substantia nigra_GTExTPM,Lung_GTExTPM,0.7902327788576226
Brain - Substantia nigra_GTExTPM,Minor Salivary Gland_GTExTPM,0.7894455690457663
Brain - Substantia nigra_GTExTPM,Muscle - Skeletal_GTExTPM,0.7917241214798293
Brain - Substantia nigra_GTExTPM,Nerve - Tibial_GTExTPM,0.8493019611025829
Brain - Substantia nigra_GTExTPM,Ovary_GTExTPM,0.8210005174215325
Brain - Substantia nigra_GTExTPM,Pancreas_GTExTPM,0.7882379665259748
Brain - Substantia nigra_GTExTPM,Pituitary_GTExTPM,0.8662035414011172
Brain - Substantia nigra_GTExTPM,Prostate_GTExTPM,0.8259899034620632
Brain - Substantia nigra_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7450596490850239
Brain - Substantia nigra_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.7453077855098753
Brain - Substantia nigra_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7734718803370759
Brain - Substantia nigra_GTExTPM,Spleen_GTExTPM,0.7657242315607327
Brain - Substantia nigra_GTExTPM,Stomach_GTExTPM,0.8090300064991032
Brain - Substantia nigra_GTExTPM,Testis_GTExTPM,0.6411215311347079
Brain - Substantia nigra_GTExTPM,Thyroid_GTExTPM,0.8187454128259608
Brain - Substantia nigra_GTExTPM,Uterus_GTExTPM,0.8270930124534742
Brain - Substantia nigra_GTExTPM,Vagina_GTExTPM,0.7858696301765974
Brain - Substantia nigra_GTExTPM,Whole Blood_GTExTPM,0.6993577640076031
