Variable_1,Variable_2,Correlation
Brain - Cerebellar Hemisphere_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.7663071259491889
Brain - Cerebellar Hemisphere_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.7655552040248323
Brain - Cerebellar Hemisphere_GTExTPM,Adrenal Gland_GTExTPM,0.8081394388064114
Brain - Cerebellar Hemisphere_GTExTPM,Artery - Aorta_GTExTPM,0.7638462017182445
Brain - Cerebellar Hemisphere_GTExTPM,Artery - Coronary_GTExTPM,0.7691689345019613
Brain - Cerebellar Hemisphere_GTExTPM,Artery - Tibial_GTExTPM,0.7652493489476533
Brain - Cerebellar Hemisphere_GTExTPM,Bladder_GTExTPM,0.7957101065488651
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Amygdala_GTExTPM,0.9093362050770674
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9183893514553872
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9037507370700953
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,1.0
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cerebellum_GTExTPM,0.9964224707015824
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cortex_GTExTPM,0.9243089924395061
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9234954826438594
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Hippocampus_GTExTPM,0.9128411056465825
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9193771793589104
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9095158074068436
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9001774601589726
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8797876472474523
Brain - Cerebellar Hemisphere_GTExTPM,Brain - Substantia nigra_GTExTPM,0.8945156807010683
Brain - Cerebellar Hemisphere_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.7803452264095391
Brain - Cerebellar Hemisphere_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7690635179888363
Brain - Cerebellar Hemisphere_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7584249141010032
Brain - Cerebellar Hemisphere_GTExTPM,Cervix - Ectocervix_GTExTPM,0.7905476631164265
Brain - Cerebellar Hemisphere_GTExTPM,Cervix - Endocervix_GTExTPM,0.7909593359987732
Brain - Cerebellar Hemisphere_GTExTPM,Colon - Sigmoid_GTExTPM,0.805641285993618
Brain - Cerebellar Hemisphere_GTExTPM,Colon - Transverse_GTExTPM,0.795188689922921
Brain - Cerebellar Hemisphere_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.798101821486651
Brain - Cerebellar Hemisphere_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7812922641630918
Brain - Cerebellar Hemisphere_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8005389976786459
Brain - Cerebellar Hemisphere_GTExTPM,Fallopian Tube_GTExTPM,0.7883006266288078
Brain - Cerebellar Hemisphere_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.7847503298130245
Brain - Cerebellar Hemisphere_GTExTPM,Heart - Left Ventricle_GTExTPM,0.7853788807333797
Brain - Cerebellar Hemisphere_GTExTPM,Kidney - Cortex_GTExTPM,0.7692814129133212
Brain - Cerebellar Hemisphere_GTExTPM,Kidney - Medulla_GTExTPM,0.7758433670709233
Brain - Cerebellar Hemisphere_GTExTPM,Liver_GTExTPM,0.7593016016136408
Brain - Cerebellar Hemisphere_GTExTPM,Lung_GTExTPM,0.7708269748924822
Brain - Cerebellar Hemisphere_GTExTPM,Minor Salivary Gland_GTExTPM,0.8022541454263297
Brain - Cerebellar Hemisphere_GTExTPM,Muscle - Skeletal_GTExTPM,0.796649895234285
Brain - Cerebellar Hemisphere_GTExTPM,Nerve - Tibial_GTExTPM,0.7907220048931882
Brain - Cerebellar Hemisphere_GTExTPM,Ovary_GTExTPM,0.811839188213287
Brain - Cerebellar Hemisphere_GTExTPM,Pancreas_GTExTPM,0.8108953690460144
Brain - Cerebellar Hemisphere_GTExTPM,Pituitary_GTExTPM,0.8754151416364214
Brain - Cerebellar Hemisphere_GTExTPM,Prostate_GTExTPM,0.8061041560680702
Brain - Cerebellar Hemisphere_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.7936112578065836
Brain - Cerebellar Hemisphere_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.7907196168721409
Brain - Cerebellar Hemisphere_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7867930978015135
Brain - Cerebellar Hemisphere_GTExTPM,Spleen_GTExTPM,0.7876375524895588
Brain - Cerebellar Hemisphere_GTExTPM,Stomach_GTExTPM,0.8114637459542164
Brain - Cerebellar Hemisphere_GTExTPM,Testis_GTExTPM,0.762845625400087
Brain - Cerebellar Hemisphere_GTExTPM,Thyroid_GTExTPM,0.7997315385347589
Brain - Cerebellar Hemisphere_GTExTPM,Uterus_GTExTPM,0.7948699538268591
Brain - Cerebellar Hemisphere_GTExTPM,Vagina_GTExTPM,0.7835141999176987
Brain - Cerebellar Hemisphere_GTExTPM,Whole Blood_GTExTPM,0.758896810342956
Brain - Cerebellar Hemisphere_GTExTPM,opentargets_association_score,-0.09947781388627851
Brain - Cerebellar Hemisphere_GTExTPM,DGIdb_interaction_group_score,-0.038368072059757403
Brain - Cerebellar Hemisphere_GTExTPM,HIPred,0.40911476518003237
Brain - Cerebellar Hemisphere_GTExTPM,SDI,0.2455619493851132
Brain - Cerebellar Hemisphere_GTExTPM,pLI,0.3422969157947009
Brain - Cerebellar Hemisphere_GTExTPM,O_GlcNAc_Score,0.11284907723258861
Brain - Cerebellar Hemisphere_GTExTPM,IPA_BP,0.03483684962489117
Brain - Cerebellum_GTExTPM,Chr,0.02773653396216485
Brain - Cerebellum_GTExTPM,Gene_length,0.3232507603544972
Brain - Cerebellum_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.7770433700423097
Brain - Cerebellum_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.7760765743474729
Brain - Cerebellum_GTExTPM,Adrenal Gland_GTExTPM,0.816007411436998
Brain - Cerebellum_GTExTPM,Artery - Aorta_GTExTPM,0.7746664226331764
Brain - Cerebellum_GTExTPM,Artery - Coronary_GTExTPM,0.7801360940648825
Brain - Cerebellum_GTExTPM,Artery - Tibial_GTExTPM,0.7748471527240726
Brain - Cerebellum_GTExTPM,Bladder_GTExTPM,0.8069943202637111
Brain - Cerebellum_GTExTPM,Brain - Amygdala_GTExTPM,0.9148990059495584
Brain - Cerebellum_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9226515022971238
Brain - Cerebellum_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9106937957723563
Brain - Cerebellum_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.9964224707015824
Brain - Cerebellum_GTExTPM,Brain - Cerebellum_GTExTPM,1.0
Brain - Cerebellum_GTExTPM,Brain - Cortex_GTExTPM,0.9315867808405347
Brain - Cerebellum_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9252806159703741
Brain - Cerebellum_GTExTPM,Brain - Hippocampus_GTExTPM,0.9178560769992276
Brain - Cerebellum_GTExTPM,Brain - Hypothalamus_GTExTPM,0.923843114165569
Brain - Cerebellum_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9152059308260894
Brain - Cerebellum_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9077457269361885
Brain - Cerebellum_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.8833683689238059
Brain - Cerebellum_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9008104499249261
Brain - Cerebellum_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.7918093266857928
Brain - Cerebellum_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7737256702849928
Brain - Cerebellum_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7559621086150072
Brain - Cerebellum_GTExTPM,Cervix - Ectocervix_GTExTPM,0.8026634472963547
Brain - Cerebellum_GTExTPM,Cervix - Endocervix_GTExTPM,0.8039889895342601
Brain - Cerebellum_GTExTPM,Colon - Sigmoid_GTExTPM,0.8158988564286875
Brain - Cerebellum_GTExTPM,Colon - Transverse_GTExTPM,0.8063345630120574
Brain - Cerebellum_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.808842295262405
Brain - Cerebellum_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7912361044647926
Brain - Cerebellum_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8108371725889391
Brain - Cerebellum_GTExTPM,Fallopian Tube_GTExTPM,0.8012328451444009
Brain - Cerebellum_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.79552300187927
Brain - Cerebellum_GTExTPM,Heart - Left Ventricle_GTExTPM,0.7938285398201774
Brain - Cerebellum_GTExTPM,Kidney - Cortex_GTExTPM,0.7795366624967842
Brain - Cerebellum_GTExTPM,Kidney - Medulla_GTExTPM,0.7857041095782091
Brain - Cerebellum_GTExTPM,Liver_GTExTPM,0.7666925342974079
Brain - Cerebellum_GTExTPM,Lung_GTExTPM,0.7834281598191554
Brain - Cerebellum_GTExTPM,Minor Salivary Gland_GTExTPM,0.8122920753451883
Brain - Cerebellum_GTExTPM,Muscle - Skeletal_GTExTPM,0.8018287435744307
Brain - Cerebellum_GTExTPM,Nerve - Tibial_GTExTPM,0.8036059364091187
Brain - Cerebellum_GTExTPM,Ovary_GTExTPM,0.8233690524639095
Brain - Cerebellum_GTExTPM,Pancreas_GTExTPM,0.818936969540534
Brain - Cerebellum_GTExTPM,Pituitary_GTExTPM,0.8840845703893145
Brain - Cerebellum_GTExTPM,Prostate_GTExTPM,0.8193315682317345
Brain - Cerebellum_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8040307868401966
Brain - Cerebellum_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8019783738752708
Brain - Cerebellum_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.7974998165183953
Brain - Cerebellum_GTExTPM,Spleen_GTExTPM,0.7966507045036528
Brain - Cerebellum_GTExTPM,Stomach_GTExTPM,0.8223316357270004
Brain - Cerebellum_GTExTPM,Testis_GTExTPM,0.7694693039053727
Brain - Cerebellum_GTExTPM,Thyroid_GTExTPM,0.8117103012940388
Brain - Cerebellum_GTExTPM,Uterus_GTExTPM,0.8075431206375401
Brain - Cerebellum_GTExTPM,Vagina_GTExTPM,0.796204715968347
Brain - Cerebellum_GTExTPM,Whole Blood_GTExTPM,0.7614340877977352
Brain - Cerebellum_GTExTPM,opentargets_association_score,-0.1008731212333765
Brain - Cerebellum_GTExTPM,DGIdb_interaction_group_score,-0.038661691940199555
Brain - Cerebellum_GTExTPM,HIPred,0.4086718938023394
Brain - Cerebellum_GTExTPM,SDI,0.24943374594267945
Brain - Cerebellum_GTExTPM,pLI,0.339906391021604
Brain - Cerebellum_GTExTPM,O_GlcNAc_Score,0.11927891561615478
Brain - Cerebellum_GTExTPM,IPA_BP,0.04164885797795425
Brain - Cortex_GTExTPM,Chr,0.028905440117258617
Brain - Cortex_GTExTPM,Gene_length,0.32266343460547237
Brain - Cortex_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.812157596492642
Brain - Cortex_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.8137008687942098
Brain - Cortex_GTExTPM,Adrenal Gland_GTExTPM,0.8329679199743474
Brain - Cortex_GTExTPM,Artery - Aorta_GTExTPM,0.8103589569139118
Brain - Cortex_GTExTPM,Artery - Coronary_GTExTPM,0.8179961322154179
Brain - Cortex_GTExTPM,Artery - Tibial_GTExTPM,0.8100476881352321
Brain - Cortex_GTExTPM,Bladder_GTExTPM,0.8358571164465383
Brain - Cortex_GTExTPM,Brain - Amygdala_GTExTPM,0.9811549387060832
Brain - Cortex_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9937553558319909
Brain - Cortex_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.971655269814801
Brain - Cortex_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.9243089924395061
Brain - Cortex_GTExTPM,Brain - Cerebellum_GTExTPM,0.9315867808405347
Brain - Cortex_GTExTPM,Brain - Cortex_GTExTPM,1.0
Brain - Cortex_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9947858160343982
Brain - Cortex_GTExTPM,Brain - Hippocampus_GTExTPM,0.9792026264809169
Brain - Cortex_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9725423763840767
Brain - Cortex_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.974150310228721
Brain - Cortex_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9687356941549208
Brain - Cortex_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.9166069741057851
Brain - Cortex_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9512076538903655
Brain - Cortex_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.8233162339394922
Brain - Cortex_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.7894062134690263
Brain - Cortex_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7514448979999883
Brain - Cortex_GTExTPM,Cervix - Ectocervix_GTExTPM,0.821397504287397
Brain - Cortex_GTExTPM,Cervix - Endocervix_GTExTPM,0.8254791753288319
Brain - Cortex_GTExTPM,Colon - Sigmoid_GTExTPM,0.8437950134591233
Brain - Cortex_GTExTPM,Colon - Transverse_GTExTPM,0.8343164090386682
Brain - Cortex_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.838523347952748
Brain - Cortex_GTExTPM,Esophagus - Mucosa_GTExTPM,0.8102711471874582
Brain - Cortex_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8411083871350832
Brain - Cortex_GTExTPM,Fallopian Tube_GTExTPM,0.822526958150667
Brain - Cortex_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8314711979104368
Brain - Cortex_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8329868399565845
Brain - Cortex_GTExTPM,Kidney - Cortex_GTExTPM,0.813921900544042
Brain - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,0.8185629691545493
Brain - Cortex_GTExTPM,Liver_GTExTPM,0.7831282764118803
Brain - Cortex_GTExTPM,Lung_GTExTPM,0.8192425132728042
Brain - Cortex_GTExTPM,Minor Salivary Gland_GTExTPM,0.83050383866852
Brain - Cortex_GTExTPM,Muscle - Skeletal_GTExTPM,0.8209718055574131
Brain - Cortex_GTExTPM,Nerve - Tibial_GTExTPM,0.836756479459699
Brain - Cortex_GTExTPM,Ovary_GTExTPM,0.8317254249773625
Brain - Cortex_GTExTPM,Pancreas_GTExTPM,0.8286273121725422
Brain - Cortex_GTExTPM,Pituitary_GTExTPM,0.9014505020658029
Brain - Cortex_GTExTPM,Prostate_GTExTPM,0.8432012925676009
Brain - Cortex_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8222695036527182
Brain - Cortex_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8227582490206765
Brain - Cortex_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8182414620035708
Brain - Cortex_GTExTPM,Spleen_GTExTPM,0.813806668878051
Brain - Cortex_GTExTPM,Stomach_GTExTPM,0.8464710352879606
Brain - Cortex_GTExTPM,Testis_GTExTPM,0.7746532063749245
Brain - Cortex_GTExTPM,Thyroid_GTExTPM,0.8404173703849381
Brain - Cortex_GTExTPM,Uterus_GTExTPM,0.8270226819135424
Brain - Cortex_GTExTPM,Vagina_GTExTPM,0.8175915279143761
Brain - Cortex_GTExTPM,Whole Blood_GTExTPM,0.7645065342064821
Brain - Cortex_GTExTPM,opentargets_association_score,-0.10548169178713533
Brain - Cortex_GTExTPM,DGIdb_interaction_group_score,-0.031617775935634466
Brain - Cortex_GTExTPM,HIPred,0.4195876320504586
Brain - Cortex_GTExTPM,SDI,0.2905371363865995
Brain - Cortex_GTExTPM,pLI,0.33303946384824146
Brain - Cortex_GTExTPM,O_GlcNAc_Score,0.09339240527900863
Brain - Cortex_GTExTPM,IPA_BP,0.05546408891698298
Brain - Frontal Cortex (BA9)_GTExTPM,Chr,0.020134807581585475
Brain - Frontal Cortex (BA9)_GTExTPM,Gene_length,0.3377246490251777
Brain - Frontal Cortex (BA9)_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.7972874523431269
Brain - Frontal Cortex (BA9)_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.7990289107815756
Brain - Frontal Cortex (BA9)_GTExTPM,Adrenal Gland_GTExTPM,0.8203925268520719
Brain - Frontal Cortex (BA9)_GTExTPM,Artery - Aorta_GTExTPM,0.7967298721819177
Brain - Frontal Cortex (BA9)_GTExTPM,Artery - Coronary_GTExTPM,0.8043675461511235
Brain - Frontal Cortex (BA9)_GTExTPM,Artery - Tibial_GTExTPM,0.7977529400075022
Brain - Frontal Cortex (BA9)_GTExTPM,Bladder_GTExTPM,0.8200692411539805
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Amygdala_GTExTPM,0.9779785209822669
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9944290160039292
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9674911297856797
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.9234954826438594
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Cerebellum_GTExTPM,0.9252806159703741
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Cortex_GTExTPM,0.9947858160343982
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,1.0
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hippocampus_GTExTPM,0.9760750887928881
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9701223280069372
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9715399473735579
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9631071219241462
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.9106398429315694
Brain - Frontal Cortex (BA9)_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9452218977421004
Brain - Frontal Cortex (BA9)_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.8071720473295011
Brain - Frontal Cortex (BA9)_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.781951593874603
Brain - Frontal Cortex (BA9)_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7470903909666853
Brain - Frontal Cortex (BA9)_GTExTPM,Cervix - Ectocervix_GTExTPM,0.804365781635858
Brain - Frontal Cortex (BA9)_GTExTPM,Cervix - Endocervix_GTExTPM,0.8074922292975326
Brain - Frontal Cortex (BA9)_GTExTPM,Colon - Sigmoid_GTExTPM,0.82973094554326
Brain - Frontal Cortex (BA9)_GTExTPM,Colon - Transverse_GTExTPM,0.818767847665203
Brain - Frontal Cortex (BA9)_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8233185718373806
Brain - Frontal Cortex (BA9)_GTExTPM,Esophagus - Mucosa_GTExTPM,0.7949812664889341
Brain - Frontal Cortex (BA9)_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8265506318893018
Brain - Frontal Cortex (BA9)_GTExTPM,Fallopian Tube_GTExTPM,0.8036665427607672
Brain - Frontal Cortex (BA9)_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8183968116781973
Brain - Frontal Cortex (BA9)_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8210054984138356
Brain - Frontal Cortex (BA9)_GTExTPM,Kidney - Cortex_GTExTPM,0.7982490883207931
Brain - Frontal Cortex (BA9)_GTExTPM,Kidney - Medulla_GTExTPM,0.8024702803678994
Brain - Frontal Cortex (BA9)_GTExTPM,Liver_GTExTPM,0.7699460379674784
Brain - Frontal Cortex (BA9)_GTExTPM,Lung_GTExTPM,0.8021669593204805
Brain - Frontal Cortex (BA9)_GTExTPM,Minor Salivary Gland_GTExTPM,0.8160803316092716
Brain - Frontal Cortex (BA9)_GTExTPM,Muscle - Skeletal_GTExTPM,0.8116340761461456
Brain - Frontal Cortex (BA9)_GTExTPM,Nerve - Tibial_GTExTPM,0.8192415002418384
Brain - Frontal Cortex (BA9)_GTExTPM,Ovary_GTExTPM,0.8147374535377199
Brain - Frontal Cortex (BA9)_GTExTPM,Pancreas_GTExTPM,0.8156098902104529
Brain - Frontal Cortex (BA9)_GTExTPM,Pituitary_GTExTPM,0.8871871848819827
Brain - Frontal Cortex (BA9)_GTExTPM,Prostate_GTExTPM,0.8247105219818539
Brain - Frontal Cortex (BA9)_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8062283268302067
Brain - Frontal Cortex (BA9)_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8062548484807078
Brain - Frontal Cortex (BA9)_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8018926174285668
Brain - Frontal Cortex (BA9)_GTExTPM,Spleen_GTExTPM,0.7967085733025316
Brain - Frontal Cortex (BA9)_GTExTPM,Stomach_GTExTPM,0.8307590940074502
Brain - Frontal Cortex (BA9)_GTExTPM,Testis_GTExTPM,0.7609655962740873
Brain - Frontal Cortex (BA9)_GTExTPM,Thyroid_GTExTPM,0.8232124639710974
Brain - Frontal Cortex (BA9)_GTExTPM,Uterus_GTExTPM,0.8096632345672026
Brain - Frontal Cortex (BA9)_GTExTPM,Vagina_GTExTPM,0.8006993075688121
Brain - Frontal Cortex (BA9)_GTExTPM,Whole Blood_GTExTPM,0.7533937747878919
Brain - Frontal Cortex (BA9)_GTExTPM,opentargets_association_score,-0.10765624397193636
Brain - Frontal Cortex (BA9)_GTExTPM,DGIdb_interaction_group_score,-0.03973572763937167
Brain - Frontal Cortex (BA9)_GTExTPM,HIPred,0.423797782268722
Brain - Frontal Cortex (BA9)_GTExTPM,SDI,0.2855075738175281
Brain - Frontal Cortex (BA9)_GTExTPM,pLI,0.34233925009849503
Brain - Frontal Cortex (BA9)_GTExTPM,O_GlcNAc_Score,0.08141486054890086
Brain - Frontal Cortex (BA9)_GTExTPM,IPA_BP,0.05215691024674532
Brain - Hippocampus_GTExTPM,Chr,0.026194826433231594
Brain - Hippocampus_GTExTPM,Gene_length,0.3214537224004035
Brain - Hippocampus_GTExTPM,Adipose - Subcutaneous_GTExTPM,0.8416868839362291
Brain - Hippocampus_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,0.8440998698324728
Brain - Hippocampus_GTExTPM,Adrenal Gland_GTExTPM,0.8543716692900645
Brain - Hippocampus_GTExTPM,Artery - Aorta_GTExTPM,0.8371052024780681
Brain - Hippocampus_GTExTPM,Artery - Coronary_GTExTPM,0.8472858311383048
Brain - Hippocampus_GTExTPM,Artery - Tibial_GTExTPM,0.8368920961103896
Brain - Hippocampus_GTExTPM,Bladder_GTExTPM,0.8591846500236486
Brain - Hippocampus_GTExTPM,Brain - Amygdala_GTExTPM,0.9941817785817025
Brain - Hippocampus_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,0.9848838268268192
Brain - Hippocampus_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,0.9796947917343355
Brain - Hippocampus_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,0.9128411056465825
Brain - Hippocampus_GTExTPM,Brain - Cerebellum_GTExTPM,0.9178560769992276
Brain - Hippocampus_GTExTPM,Brain - Cortex_GTExTPM,0.9792026264809169
Brain - Hippocampus_GTExTPM,Brain - Frontal Cortex (BA9)_GTExTPM,0.9760750887928881
Brain - Hippocampus_GTExTPM,Brain - Hippocampus_GTExTPM,1.0
Brain - Hippocampus_GTExTPM,Brain - Hypothalamus_GTExTPM,0.9867670908610496
Brain - Hippocampus_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,0.9746012837631329
Brain - Hippocampus_GTExTPM,Brain - Putamen (basal ganglia)_GTExTPM,0.9817561888555211
Brain - Hippocampus_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,0.9585283845452254
Brain - Hippocampus_GTExTPM,Brain - Substantia nigra_GTExTPM,0.9822895731378019
Brain - Hippocampus_GTExTPM,Breast - Mammary Tissue_GTExTPM,0.8513444868672874
Brain - Hippocampus_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,0.81137029158353
Brain - Hippocampus_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,0.7686023221054599
Brain - Hippocampus_GTExTPM,Cervix - Ectocervix_GTExTPM,0.8458550633078318
Brain - Hippocampus_GTExTPM,Cervix - Endocervix_GTExTPM,0.8490199761733431
Brain - Hippocampus_GTExTPM,Colon - Sigmoid_GTExTPM,0.8656069563794299
Brain - Hippocampus_GTExTPM,Colon - Transverse_GTExTPM,0.8569172266296594
Brain - Hippocampus_GTExTPM,Esophagus - Gastroesophageal Junction_GTExTPM,0.8603147936775438
Brain - Hippocampus_GTExTPM,Esophagus - Mucosa_GTExTPM,0.8326502076417344
Brain - Hippocampus_GTExTPM,Esophagus - Muscularis_GTExTPM,0.8631052804874605
Brain - Hippocampus_GTExTPM,Fallopian Tube_GTExTPM,0.8459676283767135
Brain - Hippocampus_GTExTPM,Heart - Atrial Appendage_GTExTPM,0.8497315668221701
Brain - Hippocampus_GTExTPM,Heart - Left Ventricle_GTExTPM,0.8505357566007976
Brain - Hippocampus_GTExTPM,Kidney - Cortex_GTExTPM,0.8335646811576273
Brain - Hippocampus_GTExTPM,Kidney - Medulla_GTExTPM,0.8397585902689138
Brain - Hippocampus_GTExTPM,Liver_GTExTPM,0.8000759782679746
Brain - Hippocampus_GTExTPM,Lung_GTExTPM,0.8430229519683109
Brain - Hippocampus_GTExTPM,Minor Salivary Gland_GTExTPM,0.8557892004212653
Brain - Hippocampus_GTExTPM,Muscle - Skeletal_GTExTPM,0.835195221500719
Brain - Hippocampus_GTExTPM,Nerve - Tibial_GTExTPM,0.865248937344342
Brain - Hippocampus_GTExTPM,Ovary_GTExTPM,0.8523022479958842
Brain - Hippocampus_GTExTPM,Pancreas_GTExTPM,0.8439380443026925
Brain - Hippocampus_GTExTPM,Pituitary_GTExTPM,0.9085097496657419
Brain - Hippocampus_GTExTPM,Prostate_GTExTPM,0.8632735123045027
Brain - Hippocampus_GTExTPM,Skin - Not Sun Exposed (Suprapubic)_GTExTPM,0.8441208887677132
Brain - Hippocampus_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,0.8449578776926375
Brain - Hippocampus_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,0.8419502202449852
Brain - Hippocampus_GTExTPM,Spleen_GTExTPM,0.8358990487998433
Brain - Hippocampus_GTExTPM,Stomach_GTExTPM,0.8635657367890117
Brain - Hippocampus_GTExTPM,Testis_GTExTPM,0.7866409287443369
Brain - Hippocampus_GTExTPM,Thyroid_GTExTPM,0.8612097042661884
