Gene,SDI
NDUFA5,1.59096526
NDUFA6,2.00140612
NDUFA6,2.00140612
NDUFA6,2.00140612
NDUFA6,2.00140612
NDUFA6,2.00140612
NDUFA7,3.6139796
NDUFA8,3.45487877
NEB,3.94518541
NDUFA9,5.33400093
NDUFA10,5.63873004
NDUFAB1,6.22677056
NDUFB1,4.83788337
NDUFB2,1.59096526
NDUFB3,2.88940822
NDUFB4,4.76240982
NDUFB5,4.81824495
NDUFB6,5.54474859
NDUFB7,3.45487877
NDUFB8,5.54461417
NDUFB9,2.61173949
NDUFB10,1.59096526
NDUFC1,3.82032751
NDUFC2,6.85211655
NDUFS1,5.7340957
NDUFS1,5.7340957
NDUFS2,3.63367893
NDUFS3,5.62602042
NDUFS3,5.62602042
NDUFV1,4.76651067
NDUFS4,2.61173949
NDUFS5,3.45487877
NDUFS6,1.59096526
NDUFS8,3.81113258
NDUFV2,4.8393616
NDUFV3,3.68642293
DRG1,3.99330622
NEDD4,10.63687813
SEPTIN2,19.55391888
RPL10A,6.93644344
NEDD8,4.79719122
NEDD8,4.79719122
NEDD9,10.67764801
NEFM,3.9126941
NEFH,6.83085452
NELL1,3.85619157
NEFL,7.68896253
NEK1,3.68723037
NEK2,10.48142337
NEK3,2.93878754
NELL2,1.92196312
NEO1,4.85941384
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU1,10.81883642
NEU2,4.86271072
NEUROD1,3.59369752
NEUROD2,0
NEUROG1,1.9917148
NF1,7.87209267
NF2,17.70516028
NFATC1,7.28333344
NFATC2,7.56700348
NFIA,2.8946182
NFATC3,5.45231097
NFATC4,4.61775988
NFATC4,4.61775988
NFE2,4.70059933
NFE2L1,5.87108638
NFE2L2,8.70492532
NFIB,2.91780738
NFIC,1.72031909
NFIL3,0
NFIX,0
NFKB1,8.55520823
NFKB2,4.64762048
NFKBIA,5.42051031
NFKBIB,1.94162869
NFKBIB,1.94162869
NFKBIE,5.35489661
NFKBIL1,1.94162869
NFKBIL1,1.94162869
NFKBIL1,1.94162869
NFKBIL1,1.94162869
NFKBIL1,1.94162869
NFKBIL1,1.94162869
NFKBIL1,1.94162869
TONSL,6.34910599
NFRKB,2.64175564
NFX1,3.90490853
NFYA,4.41524768
NFYB,4.41524768
NFYC,4.41524768
NGF,7.83030456
NGFR,8.88357015
NHLH1,0
NHLH2,1.90038475
SNU13,10.21342914
NHS,6.98101077
NID1,5.58428314
NINJ1,0
NINJ2,0
NIT1,1.40123275
NKG7,1.74820254
NKTR,4.71237079
NKX2-2,0
NKX3-1,1.86341255
NKX6-1,1.99049944
NNAT,0
NMB,0
NMBR,2.89354086
NME1,10.80817036
NME2,10.86149439
NME3,0
NME4,3.09215272
NQO2,2.99256063
NMT1,4.77335091
NNMT,1.24285218
NODAL,0
NOP2,1.10711428
NONO,6.67289656
NOS1,20.7064729
NOS2,9.47300684
NOS3,9.79939448
CNOT2,7.56154664
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT3,4.5569289
CNOT4,2.83037542
NOTCH1,13.89168896
NPY,3.91883791
NOTCH2,9.88485959
NOTCH3,8.93466965
NOTCH4,8.84950791
NOTCH4,8.84950791
NOTCH4,8.84950791
NOTCH4,8.84950791
NOTCH4,8.84950791
NOTCH4,8.84950791
NOTCH4,8.84950791
CCN3,7.93552954
NOVA1,2.17054135
NOVA2,0
PNP,8.72591621
NPAS1,0
NPAS2,3.78492397
NPAT,4.09703
NPC1,12.79555155
NPHP1,7.96042046
NPHS1,5.88988613
NPM1,11.8014097
NPPA,6.90823393
NPPB,2.83811816
NPPC,3.92377585
NPR1,3.98295932
NPR2,2.906675
NPR3,3.99033126
NPTX1,2.97728565
NPTX2,6.90400416
NPY1R,1.74820254
NPY2R,3.86265107
NPY6R,0
NPY5R,4.88765798
SLC11A2,20.38006796
NRAP,2.98511706
NRAS,5.90524246
NRCAM,6.88978933
NRDC,2.85216007
NRF1,3.90344601
NRGN,6.93276196
NRL,3.66240179
NRL,3.66240179
NRTN,2.96940561
YBX1,12.45269246
NSF,7.86481179
NSF,7.86481179
NSF,7.86481179
NT5E,6.93965345
NTF3,5.93418666
NTF4,5.93418666
NTHL1,1.61745951
NTRK1,13.68774494
NTRK2,12.8239507
NTRK3,4.94016513
NTN3,1.9994798
ROR1,7.91161508
ROR2,9.89962058
DDR2,6.91224949
NTS,2.99924176
NTSR1,12.84055249
NUCB1,13.11835896
NUCB2,7.6323214
NUMA1,29.69099491
NUP88,2.85769169
NUP98,11.85204021
NR4A2,4.53538198
NVL,4.48479024
GPR143,8.84346033
OAS1,7.56612504
OAS2,5.63573156
OAS3,7.72458987
OAT,3.5617541
TBC1D25,1.62139364
OAZ1,2.61026656
OAZ2,2.61026656
OCA2,5.7983149
OCA2,5.7983149
OCM2,1.86907763
OCRL,13.52711423
ODC1,1.87389685
ODF1,1.98414805
ODF2,8.5444282
OMD,4.94535275
OGDH,5.50489594
OGG1,5.3142029
OGN,6.81789412
OLR1,9.90787649
OMG,1.98266541
OMP,3.95469397
OPA1,13.24900184
OPCML,2.98458357
TNFRSF11B,2.90730062
OPHN1,5.90661613
OPRD1,9.81322296
OPRK1,8.87602543
OPRL1,3.93251352
OPRL1,3.93251352
OPRM1,14.75014718
SIX6,1.90038475
OR1D2,1.74820254
"",0
OR1F1,0
OR2C1,1.93261469
OR3A1,0
OR3A2,1.74820254
ORC1,7.36436928
ORC2,8.36322017
ORC4,6.18406244
ORC5,5.45174046
SLC22A18,5.88577843
SLC22A18,5.88577843
ORM1,7.72934461
ORM2,7.73903111
OSBP,13.30008555
OSM,1.70705006
OTC,3.21644498
CLDN11,2.99379197
OTX1,0
OTX2,2.99770974
OVGP1,5.83887948
OXA1L,5.35867732
OXCT1,2.48566662
OXT,3.96296815
OXTR,5.85089672
P2RX1,10.86393645
P2RX3,10.93476845
P2RX4,12.93470916
P2RX5,5.89920658
P2RX7,12.85134155
P2RY1,9.66934611
P2RY2,1.74820254
P2RY4,3.27505451
P2RY6,3.27505451
P2RY11,2.80622297
P4HA1,5.17488755
P4HB,9.58219303
PA2G4,6.93925212
PEBP1,12.75111723
PABPC3,4.787522
FURIN,13.82685057
PCSK6,6.9164683
PAEP,0
PAFAH1B1,18.64936375
PAFAH1B2,8.7815868
PAFAH1B3,2.77954856
PAFAH2,0
PRDX1,6.82470256
PAH,0
SERPINE1,5.90014353
SERPINB2,3.9355202
PAK1,15.84373058
PAK2,4.49041939
PAK3,3.69878916
PALM,10.720953
PAM,10.9223241
CNTN3,2.98458357
REG3A,2.90800636
PAPPA,1.70705006
PRKN,16.0315148
PARN,3.70430324
PARN,3.70430324
PAWR,3.87407027
PAX1,0
PAX2,7.70928815
PAX3,0
PAX4,0
PAX5,3.63837138
PAX6,4.64040574
PAX7,0
PDCL,2.73007747
PAX9,0
PBX1,3.59369752
PBX2,1.90038475
PBX2,1.90038475
PBX2,1.90038475
PBX2,1.90038475
PBX2,1.90038475
PBX2,1.90038475
PBX2,1.90038475
PBX3,1.90038475
PC,3.41626182
PCBD1,3.90344601
PCBP1,6.83588572
PCBP2,6.89971091
PCCA,1.90911553
PCCB,2.58905868
PCDH1,6.8304336
PCDHGC3,1.98343236
PCDH7,2.918859
PCDH8,5.81523842
PCDH9,4.92723337
SERPINA5,18.14666466
PCK1,3.71630992
PCK2,2.58905868
PCK2,2.58905868
PCM1,12.54716097
PCMT1,3.78391281
PCNA,11.05351786
PCNT,6.06948094
PCOLCE,3.75363063
CHMP1A,7.82504847
PCP4,2.97837864
PCSK1,2.9284087
PCSK5,5.89491498
PCSK2,7.87097197
CDK16,8.82956328
CDK17,1.86907763
CDK18,1.86907763
PCYT1A,6.48880582
PDC,3.95777256
PDCD1,2.8596958
PDCD1,2.8596958
PDCD2,2.95458609
PDE1A,2.96331746
PDE1C,0
PDE2A,10.31241968
PDE3A,1.99962367
PDE3B,5.79352575
PDE4A,5.8935109
PDE4B,8.91455211
PDE4C,2.99349477
PDE4D,6.89843022
PDE6A,1.95986126
PDE6C,0
PDE6D,4.78054103
PDE6G,1.95986126
PDE7A,0
PDE8A,1.99992492
PDE9A,6.72912452
PDE1B,1.98416599
PDGFA,7.85357334
PDGFB,9.84751924
PDGFRA,10.79929478
PDGFRL,0
PDE6B,1.95986126
PDGFRB,14.6948311
PDHA1,5.6375809
PDHA2,4.51726837
PDHB,4.46628092
PDK1,4.2637473
PDK2,4.39853575
PDK3,2.54899715
PDK4,1.47083869
ENPP1,6.84564433
ENPP2,1.99804604
ENPP3,3.99455677
PDPK1,9.8508321
SLC26A4,5.78900989
PDYN,4.94320545
PDZK1,5.78749466
PECAM1,7.93744281
SERPINF1,7.85746648
PEG3,1.5572349
PENK,8.86538372
PEPD,2.87912403
PER1,3.66240179
GATB,1.92648994
PEX1,4.74454021
PEX6,5.76339342
PEX7,3.56865513
PEX10,2.37441801
PEX12,3.71943282
PEX13,5.75243605
PEX14,8.88370171
PF4,5.96321418
PF4V1,0
PFAS,2.80599269
CFP,5.83128327
PFDN1,0
PFDN2,4.64872231
PFDN4,4.64872231
PFDN5,2.95965513
ATP8B1,6.81687206
PFKFB1,1.63586377
PFKFB2,2.81650798
PFKFB3,1.97950538
PFKFB4,0
PFKL,6.90911188
VIT,0
PFKM,4.93888579
PFKP,4.88334874
PFN1,8.86541887
PFN2,3.97814498
CDK14,4.70451508
PGA5,1.99790643
PGAM1,8.84996642
PGAM2,2.97639148
PGC,0
PGD,2.97639148
PGF,2.83811816
PGGT1B,0
PGK1,4.97049012
PGK2,4.87979676
PGM1,6.82627233
PGM3,0
PGM5,10.90730765
PGR,2.94475488
ABCB1,5.87462861
ABCB4,13.89431448
PHB,11.74865997
SLC25A3,5.97275203
PHEX,4.74211926
PHF1,5.68205642
PHF1,5.68205642
PHF2,4.37320255
PHKA1,2.89104194
PHKA2,2.89104194
PHKB,2.89104194
PHKG1,0
PHKG2,1.76097767
PHYH,2.70023042
SERPINA1,11.36792132
SERPINA1,11.36792132
PI3,3.95042599
SERPINA4,3.90153725
SERPINB5,1.99828907
SERPINB6,10.79418147
SERPINE2,7.93523141
SERPINB8,3.88407104
SERPINB9,8.73455206
SERPINB10,4.86095554
SERPINI1,5.86228097
SERPINB13,7.70367789
SERPINI2,1.83440665
PIGA,3.8230854
PIGC,2.70349097
PIGF,1.99205705
PIGH,2.19197794
PIGR,5.97299786
PIK3C2A,9.80485868
PIK3C2B,7.79661703
PIK3C2G,4.87420724
PIK3C3,13.63740267
PIK3CA,6.87525239
PIK3CB,7.84170295
PIM1,5.65964936
PIK3CD,5.86014634
PIK3CG,6.85443545
PIK3R1,9.84985249
PIK3R2,2.98424875
PI4KA,7.9386637
PI4KB,7.60018985
PIN1,7.56770651
PIN4,3.63269656
PIP,3.89290471
PIP4K2A,3.90225555
PITPNA,3.81821764
PITX1,3.73952999
PITX2,3.69550887
PITX3,1.99158422
PKD1,14.77351489
PKD2,21.74679281
PKLR,2.80599269
PKLR,2.80599269
PKHD1,11.83294518
PKM,14.79792324
PKNOX1,2.70285551
PKP1,11.83744861
PKP2,13.82040861
PLA2G1B,4.93580207
PLA2G2A,7.87015539
PLA2G4A,8.10862942
PLA2G5,3.94519771
PLAG1,1.69762243
PLAGL1,3.20099205
PLAT,7.8736484
PLAU,7.92883843
PLAUR,11.88484162
PLCB2,0
PLCB3,3.9811251
PLCB4,4.89884075
PLCD1,3.85463625
PLCL1,1.93488498
PLCG1,7.74979977
PLCG2,2.99084118
PLD1,12.43062643
PLD2,3.92874734
PLEC,13.7250718
PLG,8.88976462
PLEK,4.91709661
PLGLB2,0
PLGLB1,0
SERPINF2,6.69791375
SERPINF2,6.69791375
PLIN1,2.81360268
PLK1,12.86970137
FXYD1,7.40503201
FXYD3,2.93433955
PLN,7.76613473
PLOD1,3.8585953
PLOD2,3.59141056
PLP1,2.93608116
PLP2,4.89752869
PLRG1,9.29554672
PLS1,5.83025515
PLS3,4.77096655
PLSCR1,9.912865
PLTP,2.7345196
PLXNA1,4.93537926
PLXNA2,2.9304493
PLXNB1,4.93022963
PLXNB3,4.88866584
PMAIP1,3.63989967
PMCH,1.99847248
PNOC,4.94320545
PML,10.24401717
PMM1,1.98416599
PMM2,2.96331746
PMP2,2.96212582
PMP22,3.97486676
PMS1,2.60903547
,1.61415521
,1.61415521
PMS2P3,1.61415521
EXOSC9,9.37630365
EXOSC10,8.56333483
PMS2,7.67620101
PRRX1,1.97950538
PNLIP,1.70705006
PNLIPRP1,1.70705006
PNLIPRP2,1.70705006
PNMT,1.24285218
PNN,7.89529962
UBL3,2.95675372
SEPTIN5,8.58034147
SEPTIN4,11.67874298
PODXL,14.88178224
POLA1,7.16541511
POLB,5.79646913
POLD1,7.67547167
POLD2,3.73153909
POLE,3.78092821
POLE2,3.24669467
POLG,4.86057533
POLH,4.68844654
POLR2A,5.63011517
POLR2A,5.63011517
POLR2B,4.68869221
POLR2C,5.74977802
POLR2D,5.55892677
POLR2E,6.31888041
POLR2F,7.1966896
POLR2G,4.73272408
POLR2H,6.52103319
POLR2I,4.4362311
POLR2J,3.64235967
POLR2K,5.32630997
POLR2L,6.31888041
POLRMT,4.49759261
POMC,4.89236108
PON1,6.59461168
PON2,4.76360846
PON3,3.88958164
POR,5.79303803
POU1F1,1.90038475
POU2AF1,0
POU2F1,3.9328103
POU2F2,3.32222052
POU3F1,2.77765356
POU3F2,1.90038475
POU3F3,0
POU3F4,0
POU4F1,4.77450793
POU4F2,4.6551835
POU4F3,2.75424746
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1,4.45291577
POU5F1B,2.80882657
POU6F1,1.97216341
PPA1,2.80599269
PPARA,2.43786208
PPARD,3.37735601
PPARG,6.54647028
MED1,7.63460733
PPEF2,4.824114
PPAT,0
PPBP,3.88097337
PPEF1,1.94162869
CTSA,9.62133914
PPIA,11.87852292
PPIB,10.58516341
PPIC,1.99984027
PPID,5.39446474
PPL,9.81151399
PPM1A,4.90475214
PPM1B,2.99435073
PPM1G,3.87837875
PPOX,2.94689768
PPP1CA,13.74524004
PPP1CB,9.81392607
PPP1CC,15.73908095
PPP1R1A,1.99828907
PPP1R3A,0
PPP1R3C,0
PPP1R3D,1.91429915
PPP1R7,3.88568312
PPP1R8,4.32741595
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP1R10,5.50750937
PPP2CA,9.79462497
PPP2CB,4.8526613
PPP2R1A,11.77726108
PPP2R1B,4.88553495
PPP2R2A,2.93641339
PPP2R2B,4.79558996
PPP2R2C,1.89967068
PPP2R3A,0
PTPA,5.90795609
PPP2R5A,8.69537432
PPP2R5B,3.63592356
PPP2R5C,5.71047502
PPP2R5D,3.83427154
PPP2R5E,3.63592356
PPP3CA,8.79676704
PPP4C,5.84947319
PPP3CB,6.7860231
PPP3CC,2.53301718
PPP3R1,3.94974297
PPP5C,8.84454835
PPP6C,2.7436422
PPT1,13.75611707
PPY,2.90800636
NPY4R,2.81500504
PRB1,0
PRB3,0
PRB3,0
PRB4,0
PRB4,0
PRCC,2.19615612
PRCP,4.93431938
PRELP,6.78919708
PREP,3.80509669
PRF1,6.93689313
SRGN,5.82799372
PRG2,3.94422763
PRR4,0
PRH1,0
PRH1,0
PRH2,0
PRH2,0
PRH2,0
PRIM1,2.948719
PRIM2,1.80697983
PRKAA1,10.70931329
PRKAA2,10.68009724
PRKAB1,4.67718074
PRKAB2,4.67718074
PRKACA,19.75596224
PRKACA,19.75596224
PRKACB,8.8959129
PRKACG,3.99055942
PKIA,1.86907763
PKIB,1.86907763
PRKAG1,3.96837789
PRKAR1A,10.84908038
PRKAR1B,3.92216839
PRKAR2A,12.85889514
PRKAR2B,12.80614578
PRKCA,9.55126286
PRKCB,5.8251571
PRKCD,11.6873338
PRKCE,9.058277
PRKCG,7.90801871
PRKCH,4.91030059
PRKCI,13.88277756
PKN1,7.79817797
PKN2,13.72833425
PRKD1,4.7452718
PRKCQ,4.8575082
PRKCSH,4.23116342
PRKCZ,20.8122321
PRKDC,10.62080387
PRKG1,3.659344
PRKG2,2.98790134
MAPK1,21.60735345
MAPK3,14.54069262
MAPK4,3.66240179
MAPK6,5.78264822
MAPK7,4.52819492
MAPK8,7.65589929
MAPK11,3.66240179
MAPK9,5.60319388
MAPK10,5.57944709
MAPK13,2.61026656
MAP2K1,10.18543771
MAP2K2,14.37190656
MAP2K3,3.85415647
MAP2K5,3.7347543
MAP2K6,4.64791355
MAP2K7,2.61026656
EIF2AK2,6.45599429
DNAJC3,10.68558247
PRKX,1.86907763
PRL,2.92399452
PRLR,6.92837475
PRM1,1.93936653
PRM2,2.79724788
PRNP,15.70843378
PSPN,1.98267346
PROC,5.54225087
PRODH,2.4194034
PROP1,1.90038475
PROP1,1.90038475
PROP1,1.90038475
PROS1,8.84903698
PROX1,1.86907763
PRPH,3.81716699
PRPS1,2.80422767
PRPS2,1.99968666
PRPSAP1,1.99968666
PRPSAP2,1.99968666
PRRG1,1.99911604
PRRG2,0
LGMN,8.74007928
PRSS1,2.32512716
PRSS1,2.32512716
PRSS2,3.78551596
PRSS2,3.78551596
PRSS3,2.92435912
MASP1,3.95593215
RELN,4.95513154
KLK7,3.82475027
TMPRSS15,2.94662723
PRSS8,6.88055641
KLK6,6.73755523
HTRA1,5.89454066
KLK10,1.99950781
PRTN3,7.93228865
PRTN3,7.93228865
PSAP,9.81200632
PSD,4.95358491
PSEN1,22.47697768
PSEN2,25.68474942
PSG1,0
PSG2,0
PSG3,0
PSG4,0
PSG5,0
PSG6,0
PSG7,0
PSG9,0
PSG11,0
PSKH1,5.73198919
PSMA1,9.58649727
PSMA2,11.57714353
PSMA3,8.55550474
PSMA4,9.36039889
PSMA5,10.58422118
PSMA6,12.5086291
PSMA7,8.50857813
PSMB1,10.58422118
PSMB2,8.55550474
PSMB3,7.43867349
PSMB3,7.43867349
PSMB4,7.43867349
PSMB5,8.49786502
PSMB6,7.43867349
PSMB7,9.49786177
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PSMB8,8.21650426
PYY,1.70705006
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB9,8.21650426
PSMB10,6.98703044
PSMC1,8.3302673
PSMC2,15.4471793
PSMC3,12.50320448
PSMC4,10.41612333
PSMC4,10.41612333
PSMC5,14.44496247
PSMC6,9.46360255
PSMD1,10.39749294
PSMD2,12.4989173
PSMD3,10.73030505
PSMD4,4.28855844
PSMD5,4.28855844
PSMD7,9.82501926
PSMD8,5.96468966
PSMD9,5.50641486
PSMD10,7.35025552
PSMD11,9.67742038
PSMD12,12.44419967
PSMD13,10.48761527
PSME1,5.6962975
PSME1,5.6962975
PSME2,6.77629687
PSME2,6.77629687
PSPH,2.72654636
PTAFR,5.81306964
PTBP1,3.88765326
TAS2R38,1.98266541
PTCH1,12.82479235
PTEN,15.67297733
PTEN,15.67297733
PTGDR,1.98266541
PTGDS,7.79698421
PTGER1,2.80622297
PTGER2,2.80622297
PTGER3,3.88449293
PTGER4,2.93608116
PTGFR,3.92670354
PTGFRN,3.94670167
PTGIR,2.89354086
PTGIS,5.90554417
PTH,2.89203741
PTGS1,5.76156689
PTGS2,7.85586316
PTHLH,5.83285939
PTH1R,7.70609294
PTH2R,1.74820254
PTK2,12.7710528
PTK6,7.71487108
PTK7,2.99209808
TWF1,9.80332402
PTMA,2.81650798
PTMS,0
PTN,8.91402594
QSOX1,10.65026271
PTPN1,5.57122532
PTPN2,4.67864647
PTPN3,3.86620106
PTPN4,3.93368985
PTPN6,12.8404427
PTPN7,4.82686734
PTPN9,2.97386979
PTPN11,5.63261331
PTPN12,5.86920324
PTPN13,8.83398499
PTPN14,3.72044129
PTPRA,4.94181403
PTPRB,4.88367471
PTPRC,8.89673083
PTPRC,8.89673083
PTPRD,2.93433955
PTPRCAP,1.98266541
PTPRE,3.9458065
PTPRF,4.93305745
PTPRG,1.99996281
PTPRH,3.87250954
PTPRJ,7.86090245
PTPRK,12.85620417
PTPRK,12.85620417
PTPRM,6.90002155
PTPRN,12.78811231
PTPRN2,8.87261627
PTPRO,10.71190324
PTPRR,5.93401331
PTPRS,7.95162234
PTPRZ1,3.62486207
PTS,2.39001482
PTX3,3.88097337
RAD1,4.27220242
PURA,5.87766208
PURB,1.88563568
PVALB,4.94980804
PVALB,4.94980804
PVR,6.95971673
NECTIN1,11.89655774
NECTIN2,7.92455066
PWP2,2.86221253
PEX19,6.82315291
ABCD3,7.5333641
ABCD4,5.85278402
PXMP2,4.92217921
PEX2,3.86223062
PXN,6.92260191
PEX5,6.69551235
PEX5,6.69551235
PYCR1,1.47083869
ALDH18A1,2.69552636
PCYT2,0
PYGB,4.98137104
PYGL,5.83335424
PYGM,2.80599269
PZP,2.86756497
QARS1,4.69498838
QDPR,3.87560055
RAB1A,8.5953168
RAB2A,9.50782841
RGL2,0
RGL2,0
RGL2,0
RGL2,0
RGL2,0
RAB3A,17.3944653
RAB3B,13.24319781
RAB3IL1,0
RAB4A,11.56651262
RAB5A,25.37312616
RAB5B,12.4213127
RAB6A,12.43550719
MAP4K2,2.96709361
RAB13,16.52497673
RAB27A,18.46469144
RAB27B,12.55034782
RABGGTA,4.70733851
RABGGTA,4.70733851
RABGGTB,2.85496915
RABIF,1.99733796
RAB5C,10.4793696
RAC1,17.74298953
RAC2,7.97577786
RAC3,12.67959643
RAD9A,3.68291319
RAD17,5.18567319
RAD17,5.18567319
RAD21,9.1635501
RAD23A,7.59815177
RAD23B,4.71798283
RAD51,19.29692992
RAD51C,11.08714423
RAD51B,3.50129992
MOK,3.85602515
RAD51D,7.36534963
RAD52,3.86565544
RAF1,7.64421861
RAG1,1.61745951
RAG2,1.99991523
RALA,8.85754169
RALB,4.9533994
RALGDS,2.95062743
RAN,17.6121668
RANBP1,5.55732252
RANBP2,10.93810812
RANGAP1,15.26532821
RAP1A,12.59196096
RAP1B,8.93397218
RAP1GAP,2.97635632
RAP1GDS1,3.68379433
RAP2A,4.8594304
RAP2B,9.90547337
RAPSN,6.95492793
RARA,10.65009057
RARB,3.59369752
RARG,5.65758876
RARS1,6.79159847
RARRES1,1.99980452
RARRES2,3.78452337
PLAAT4,1.99962367
RASA1,2.73631358
RASA2,1.26202785
RASGRF1,3.906304
RASGRF2,3.80427338
RB1,8.36158644
ARID4A,4.92751317
KDM5A,5.46037796
RBBP4,9.42031113
RBBP5,4.79171347
RBBP6,5.83348867
RBBP7,4.6648151
RBBP8,5.54634204
RBL1,3.76584098
RBL2,6.71618815
RBM3,6.55332491
RBM4,6.43487557
RBMS1,2.61026656
RBMS2,2.61026656
RBMY1A1,1.69762243
,1.72703129
RBP1,2.93650479
RBP2,0
RBP3,3.84549717
RBP4,4.9094182
RCN1,1.42899426
RCN2,2.55147894
OPN1LW,2.80746067
RCVRN,0
RDH5,2.86802342
PRPH2,2.92443851
RDX,17.65519296
RECQL,4.82975378
REL,4.63025063
REG1A,1.83440665
REG1B,1.83440665
RELA,8.33346661
RELB,5.83918325
REN,4.89790497
RENBP,1.99992492
UPF1,8.37047205
DPF2,7.31370758
REST,4.78100257
RET,12.8490072
REV3L,2.53543463
RFC1,5.70424988
RFC2,3.56991808
RFC3,3.56991808
RFC4,3.56991808
RFC5,3.56991808
RFNG,1.99990393
TRIM27,10.28158799
TRIM27,10.28158799
TRIM27,10.28158799
TRIM27,10.28158799
TRIM27,10.28158799
TRIM27,10.28158799
RFX1,2.0511703
RFX1,2.0511703
RFX2,1.86907763
RFX3,2.8701688
RFX4,0
RFX5,0
RFXAP,1.69762243
RGR,0
RGS1,2.90048498
RGS2,7.72701299
RGS3,1.97950538
RGS4,3.80509669
RGS7,1.96798985
RGS10,4.94760137
RGS12,8.7563454
RGS13,1.94162869
RGS16,1.99828907
RHAG,2.81500504
RHCE,0
RHD,0
RHEB,6.870872
RHO,12.68452961
GRK1,0
GRK1,0
GRK1,0
RLN2,0
RLN1,0
RIT2,6.83685378
RING1,6.27071018
RING1,6.27071018
RING1,6.27071018
RING1,6.27071018
RING1,6.27071018
RING1,6.27071018
RIT1,1.84172926
RLBP1,1.93627169
RLF,0
RLN2,0
RMRP,2.97119523
RN7SL1,0
RNASE1,0
RNASE2,2.99259515
RNASE3,2.92539011
RNASE4,0
RNASE6,3.93480284
RNASEL,2.80667417
,1.99997467
,1.99997467
RNF2,8.07341604
BRD2,2.61695585
BRD2,2.61695585
BRD2,2.61695585
BRD2,2.61695585
BRD2,2.61695585
BRD2,2.61695585
BRD2,2.61695585
RNF4,3.48181558
RNF5,5.26332134
RNF5,5.26332134
RNF5,5.26332134
RNF5,5.26332134
RNF5,5.26332134
RNF5,5.26332134
RNF5,5.26332134
RNF6,6.37847755
RNH1,3.99208851
RNH1,3.99208851
RNPEP,3.98838797
ABCE1,5.49391685
RNU1-4,0
,0
RNU2-1,0
SNORD15A,0
,2.92795475
SNORD20,0
SNORD21,0
ROBO1,4.84638438
ROBO2,4.96729722
ROCK1,11.85483575
ROM1,1.97894857
RORA,1.61745951
RORB,1.61745951
RORC,2.08001096
ROS1,7.83013305
RP9,2.9269076
RP1,6.67413566
RP2,10.76211759
RPGR,4.86093661
RPA1,4.18964137
RPA2,7.85319391
RPA3,2.75356013
RPE,1.99992492
RPE65,4.90322459
RPL3,7.89176786
RPL3L,2.85179874
RPL4,9.86172845
RPL5,11.80474594
RPL6,7.74607518
RPL7,7.88913677
RPL7A,7.80718163
RPL7A,7.80718163
RPL8,4.92188126
RPL9,5.88518865
RPL10,6.70505215
RPL11,8.83393306
RPL12,5.92769128
RPL13,6.67873233
RPL15,5.77221169
RPL17,2.897604
RPL18,8.65844727
RPL18A,3.8639867
RPL19,4.92188126
RPL21,3.89879774
RPL22,6.91000409
RPL23A,6.77696473
MRPL23,3.73429817
MRPL23,3.73429817
RPL24,6.77089719
RPL26,8.8045813
RPL27,8.91820675
RPL30,6.93644344
RPL27A,3.89879774
RPL28,6.94049219
RPL29,2.95831531
RPL31,5.94811512
RPL32,3.8639867
RPL34,3.89900323
RPL35A,3.98008891
RPL36AL,4.79869954
RPL37,1.86023054
RPL37A,4.96955969
RPL38,4.78408679
RPL39,3.86748204
RPL41,2.7117418
RPL36A,5.4924867
RPLP0,9.80964025
RPLP1,2.96361788
RPLP2,4.98778717
MRPL12,3.86636599
MRPS12,3.36711528
MRPS12,3.36711528
RPN1,7.57280552
RPN2,5.76956412
RPS2,7.87232206
RPS3,18.6608178
RPS3A,9.75094587
RPS4X,10.71269892
RPS4Y1,5.92876742
RPS5,7.93176643
RPS6,13.66145302
RPS6KA1,2.81650798
RPS6KA1,2.81650798
RPS6KA2,3.66240179
RPS6KA3,1.97950538
RPS6KB1,10.66087581
RPS6KB2,2.75424746
RPS7,11.80577722
RPS8,8.90131083
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS9,11.69352668
RPS10,6.83355542
RPS11,8.8222745
RPS12,5.75366218
RPS13,8.8192483
RPS14,6.92921028
RPS15,5.93324285
RPS15A,5.89658863
RPS16,6.90704122
RPS17,5.90047023
