Gene	HIPred
PCDHGB6	0.262615591
PCDHGA10	0.22731176
PCDHGB2	0.22731176
PCDHGA3	0.262615591
PCDHGA5	0.163354397
PCDHGA12	0.262615591
PCDHGA9	0.163354397
PCDHGB1	0.38881886
PCDHGB4	0.298033416
PCDHGA7	0.138881207
PCDHGB3	0.163354397
PCDHGA4	0.171650141
PCDHGA2	0.22731176
GNPDA1	0.528476298
PRELID2	0.196595117
SH3RF2	0.170125708
HDAC3	0.824708164
KCTD16	0.595059097
RELL2	0.422697425
PCDH12	0.28195098
PCDH1	0.836621523
ARHGAP26	0.613231182
FCHSD1	0.170125708
RNF14	0.674237609
DIAPH1	0.590034246
KIAA0141	0.123297259
ARAP3	0.563471615
YIPF5	0.595059097
GRXCR2	0.195843071
FGF1	0.767147124
NDFIP1	0.824708164
NR3C1	0.743477643
SPRY4	0.525251269
SPINK13	0.123297259
C5orf46	0.123297259
PLAC8L1	0.144167379
SPINK9	0.146139458
RBM27	0.745343864
POU4F3	0.755424023
GPR151	0.170125708
TCERG1	0.749454498
DPYSL3	0.764511526
JAKMIP2	0.774301469
FBXO38	0.613231182
SCGB3A2	0.123297259
SPINK5	0.313246071
SPINK6	0.144167379
SPINK1	0.146139458
SPINK7	0.344350308
PPP2R2B	0.824708164
LARS	0.636561334
SPINK14	0.146139458
STK32A	0.250911236
SH3TC2	0.198833391
PDE6A	0.322202206
PCYOX1L	0.250911236
CDX1	0.42444244
IL17B	0.231108725
SLC26A2	0.196595117
ADRB2	0.668925405
HTR4	0.72905165
AFAP1L1	0.465840608
GRPEL2	0.512941599
TIGD6	0.146139458
CAMK2A	0.852899194
SLC6A7	0.554188013
ABLIM3	0.539853334
CSNK1A1	0.680607498
CSF1R	0.699105442
PPARGC1B	0.593552351
PDGFRB	0.789748371
ARHGEF37	0.170125708
SLC36A3	0.111908376
SYNPO	0.457805902
AC010441.1	0.153042644
ZNF300	0.174001515
ARSI	0.408489227
NDST1	0.685321391
GM2A	0.146139458
SLC36A2	0.16190204
TNIP1	0.735656083
SMIM3	0.170125708
CCDC69	0.146139458
RPS14	0.824708164
RBM22	0.782960892
TCOF1	0.658199012
MYOZ3	0.246505558
ANXA6	0.705665529
DCTN4	0.69566071
GPX3	0.208481908
CD74	0.508349061
ATOX1	0.573918939
HAND1	0.515870154
SGCD	0.667762339
FAXDC2	0.295764834
MFAP3	0.325380534
SLC36A1	0.359307051
CNOT8	0.747748911
FAM114A2	0.250911236
G3BP1	0.785091579
MRPL22	0.497687757
NMUR2	0.503706813
SPARC	0.824708164
GLRA1	0.52841568
FAT2	0.492040008
GEMIN5	0.615961313
GALNT10	0.705665529
LARP1	0.72829324
GRIA1	0.852899194
KIF4B	0.111908376
SAP30L	0.718624055
FAM71B	0.158249199
ADAM19	0.681530118
LSM11	0.738514006
IL12B	0.181705475
HAVCR1	0.203408599
ADRA1B	0.666467905
THG1L	0.204349279
UBLCP1	0.613231182
TIMD4	0.146139458
CYFIP2	0.72829324
ITK	0.624163628
SOX30	0.584134221
FNDC9	0.247530133
MED7	0.799537539
NIPAL4	0.169639766
HAVCR2	0.174001515
EBF1	0.824017704
RNF145	0.684573174
CLINT1	0.792072892
TENM2	0.622939706
NUDCD2	0.41751796
WWC1	0.747131348
HMMR	0.566305161
TTC1	0.28195098
PTTG1	0.707244098
C1QTNF2	0.28195098
CCNG1	0.798489273
GABRA6	0.449230373
GABRA1	0.800036311
RARS	0.652402878
FABP6	0.146139458
C5orf54	0.299442768
SLU7	0.705665529
GABRG2	0.767620981
PWWP2A	0.687749088
GABRB2	0.850637853
MAT2B	0.653748095
CCNJL	0.170125708
ATP10B	0.250911236
PANK3	0.425175488
STK10	0.638582647
DOCK2	0.639467537
LCP2	0.700975537
NPM1	0.811256826
C5orf58	0.152543604
RANBP17	0.241881713
FOXI1	0.291500628
KCNIP1	0.425175488
SLIT3	0.605333805
TLX3	0.664610326
GABRP	0.459108144
SPDL1	0.245631486
FGF18	0.661234021
FBXW11	0.839585781
KCNMB1	0.244530007
NSG2	0.490855694
DRD1	0.80871886
SH3PXD2B	0.461525708
NEURL1B	0.672466934
BNIP1	0.42205435
MSX2	0.861862898
SFXN1	0.529801667
CPEB4	0.72829324
BOD1	0.264031261
RPL26L1	0.729455471
NKX2-5	0.875350475
HRH2	0.806311309
CREBRF	0.738502383
UBTD2	0.50664252
STC2	0.800036311
ATP6V0E1	0.552758873
ERGIC1	0.748812795
DUSP1	0.848568261
SNCB	0.589025855
TSPAN17	0.196595117
UNC5A	0.822103798
UIMC1	0.731391132
FAF2	0.782960892
GPRIN1	0.519390881
CLTB	0.586135387
SIMC1	0.170125708
CPLX2	0.616756558
CDHR2	0.280190766
KIAA1191	0.291101545
EIF4E1B	0.396347493
NOP16	0.179491147
HIGD2A	0.186891869
FAM153B	0.430698156
ARL10	0.375013441
RNF44	0.529801667
HK3	0.279620051
RAB24	0.661956608
TMED9	0.428644806
F12	0.274280727
MXD3	0.439287335
DOK3	0.371950239
PRR7	0.530639708
RGS14	0.722077608
SLC34A1	0.563732088
PDLIM7	0.774626613
LMAN2	0.329177499
PRELID1	0.672696948
FGFR4	0.747131348
FAM193B	0.36034295
PFN3	0.448799968
DBN1	0.579714477
NSD1	0.47050336
DDX41	0.603037536
GRK6	0.703963399
ZNF346	0.742861331
B4GALT7	0.204349279
ZNF354A	0.154492751
N4BP3	0.58312434
ZNF454	0.162425831
COL23A1	0.206986949
ZNF354C	0.1311391
ADAMTS2	0.685284317
RMND5B	0.389227211
NHP2	0.79617542
RUFY1	0.620778978
PHYKPL	0.196595117
ZFP2	0.170125708
FAM153A	0.430698156
ZNF879	0.226808339
ZNF354B	0.1311391
PROP1	0.211700186
FAM153C	0.491945118
GRM6	0.275012761
CLK4	0.638525069
HNRNPAB	0.782960892
LTC4S	0.397666126
SCGB3A1	0.152543604
CANX	0.74495703
SQSTM1	0.596497774
CNOT6	0.74495703
FLT4	0.8223508
MAPK9	0.75617367
MAML1	0.71101737
RASGEF1C	0.681530118
TBC1D9B	0.492040008
GFPT2	0.679506719
OR2Y1	0.170125708
HNRNPH1	0.839585781
C5orf45	0.123297259
MGAT4B	0.613231182
MGAT1	0.571837127
RNF130	0.764511526
TRIM41	0.675177455
BTNL9	0.179693475
TRIM7	0.365750194
TRIM52	0.180262446
BTNL3	0.301421285
ZFP62	0.170125708
BTNL8	0.132359073
GNB2L1	0.831385493
OR2V2	0.1311391
OR2V1	0.1311391
SERPINB1	0.18980889
BPHL	0.204349279
SERPINB6	0.246505558
MYLK4	0.204349279
EXOC2	0.64767915
NQO2	0.144167379
GMDS	0.774301469
IRF4	0.824708164
SERPINB9	0.138881207
C6orf195	0.146139458
RIPK1	0.601201057
DUSP22	0.692023516
HUS1B	0.24002482
WRNIP1	0.809293807
RREB1	0.782960892
F13A1	0.781591654
PXDC1	0.376845032
FAM217A	0.123297259
NRN1	0.734542012
RPP40	0.318680406
PRPF4B	0.816371083
LY86	0.146139458
SLC22A23	0.661777496
C6orf201	0.123297259
CAGE1	0.152543604
FARS2	0.231368214
SSR1	0.692755163
FAM50B	0.311623305
LYRM4	0.181705475
ECI2	0.186852723
CDYL	0.5746755
TXNDC5	0.341777653
SYCP2L	0.280190766
SNRNP48	0.332857996
BLOC1S5	0.165942669
SLC35B3	0.294196963
GCM2	0.223131806
RIOK1	0.288511723
PAK1IP1	0.801950037
DSP	0.747131348
ELOVL2	0.394304127
TMEM14B	0.138881207
MAK	0.411080986
TFAP2A	0.789073229
BMP6	0.776815772
EEF1E1	0.591701508
GCNT2	0.179693475
TMEM14C	0.111908376
GFOD1	0.661526442
RANBP9	0.824708164
PHACTR1	0.209607884
CD83	0.215463996
MYLIP	0.76454401
SIRT5	0.448789835
HIVEP1	0.537525535
JARID2	0.824708164
DTNBP1	0.290199816
AL583828.1	0.146139458
TBC1D7	0.485596061
ERVFRD-1	0.247034907
ADTRP	0.123297259
AL441883.1	0.146139458
NEDD9	0.75617367
MCUR1	0.14374274
TMEM170B	0.340225041
EDN1	0.449802697
RNF182	0.505793989
NOL7	0.284816563
GMPR	0.564890504
RBM24	0.588995874
RNF144B	0.539853334
SOX4	0.806949258
MBOAT1	0.439999878
TPMT	0.169639766
HDGFL1	0.237914741
DEK	0.757881999
ID4	0.546332002
ATXN1	0.824708164
KDM1B	0.601077437
NHLRC1	0.77542007
KIF13A	0.603037536
CDKAL1	0.488307536
PRL	0.457669109
E2F3	0.824708164
FAM8A1	0.527594507
NUP153	0.794491291
CAP2	0.500019908
KAAG1	0.237914741
LRRC16A	0.526022315
SLC17A3	0.138881207
FAM65B	0.695752084
NRSN1	0.397666126
GMNN	0.739063203
KIAA0319	0.305703551
GPLD1	0.431424886
ALDH5A1	0.504870892
SLC17A1	0.138881207
HIST1H2BA	0.341842532
HIST1H2AA	0.536581457
SLC17A4	0.304419398
ACOT13	0.294196963
C6orf62	0.653748095
MRS2	0.405651718
SCGN	0.544160545
DCDC2	0.20769614
TDP2	0.37970975
HIST1H2BD	0.621434689
HIST1H4A	0.561076462
SLC17A2	0.309911549
HIST1H4B	0.146139458
TRIM38	0.148215801
HIST1H3C	0.237914741
HIST1H2BE	0.208481908
HIST1H2BB	0.241881713
HFE	0.146511853
HIST1H1A	0.594738722
HIST1H2BC	0.392928243
HIST1H2AB	0.146139458
HIST1H4D	0.146139458
HIST1H2AC	0.438096136
HIST1H4C	0.326996714
HIST1H3A	0.215463996
HIST1H3B	0.237914741
HIST1H2BG	0.215463996
BTN3A2	0.186891869
HIST1H2BH	0.215463996
BTN2A1	0.148215801
HIST1H2AD	0.146139458
HIST1H4G	0.226761103
HIST1H4F	0.146139458
HIST1H2AE	0.274280727
BTN3A1	0.111908376
HIST1H2BI	0.146139458
HIST1H4H	0.170125708
BTN3A3	0.111908376
BTN2A2	0.132359073
HIST1H4E	0.272162974
HIST1H3E	0.299442768
HIST1H2BF	0.146139458
HIST1H3F	0.272162974
HIST1H3G	0.333757639
HIST1H3D	0.257723212
HIST1H4K	0.336282909
HMGN4	0.27322042
HIST1H2AI	0.237914741
PRSS16	0.358105838
HIST1H4I	0.438096136
HIST1H2AG	0.26082927
HIST1H2BK	0.482901096
HIST1H2BJ	0.338612705
HIST1H2AH	0.215463996
HIST1H2AJ	0.333757639
HIST1H2BM	0.241881713
ZNF184	0.519549906
ABT1	0.293723911
HIST1H4J	0.272162974
HIST1H2BL	0.180262446
HIST1H3H	0.438096136
BTN1A1	0.186891869
ZNF391	0.111908376
ZKSCAN3	0.217686594
ZSCAN16	0.215463996
ZKSCAN4	0.217686594
OR2B2	0.111908376
ZSCAN9	0.111908376
HIST1H2AL	0.254980236
HIST1H4L	0.440888435
HIST1H2BN	0.237914741
ZSCAN31	0.152543604
NKAPL	0.186891869
HIST1H2BO	0.180262446
ZNF165	0.148215801
HIST1H2AK	0.146139458
PGBD1	0.158249199
HIST1H3J	0.274280727
HIST1H2AM	0.180262446
ZKSCAN8	0.273637354
OR2B6	0.1311391
HIST1H3I	0.333757639
HIST1H1B	0.662851572
ZSCAN12	0.111908376
OR10C1	0.241860658
OR2B3	0.146139458
OR12D2	0.146139458
SCAND3	0.354951352
OR2J2	0.111908376
GPX6	0.179693475
OR12D3	0.170125708
GPX5	0.296285838
ZNF311	0.272623926
OR2H1	0.111908376
OR2W1	0.123297259
OR11A1	0.146139458
OR14J1	0.144167379
TRIM27	0.784873009
OR2J1	0.111908376
OR5V1	0.146139458
ZSCAN23	0.111908376
OR2J3	0.111908376
HLA-E	0.518653154
ZFP57	0.247176453
UBD	0.581228554
RPP21	0.381301969
GABBR1	0.630912066
HLA-G	0.237736866
HLA-F	0.22731176
HLA-A	0.465936869
RNF39	0.285495073
OR2H2	0.111908376
TRIM40	0.152543604
TRIM15	0.219635889
TRIM31	0.178924084
PPP1R11	0.530639708
ZNRD1	0.257776767
TRIM10	0.170125708
TRIM26	0.575882554
MAS1L	0.123297259
TRIM39	0.575882554
MOG	0.434514135
C6orf136	0.454684258
DHX16	0.627284646
MRPS18B	0.170125708
DDR1	0.627284646
GTF2H4	0.747095764
PPP1R18	0.565620065
PPP1R10	0.700975537
ATAT1	0.47050336
MUC21	0.111908376
FLOT1	0.747095764
VARS2	0.519549906
TUBB	0.675177455
GNL1	0.675177455
NRM	0.208481908
SFTA2	0.184122637
MDC1	0.519197166
IER3	0.23696807
DPCR1	0.328793466
ABCF1	0.627284646
PRR3	0.284816563
LTB	0.293723911
HLA-C	0.401251853
CDSN	0.179491147
DDX39B	0.655124843
CCHCR1	0.478097498
ATP6V1G2	0.331674874
LTA	0.453919411
C6orf15	0.123297259
TCF19	0.204157516
TNF	0.462009788
LST1	0.123297259
MICA	0.148215801
NFKBIL1	0.571837127
PSORS1C2	0.123297259
POU5F1	0.380376667
MICB	0.138881207
MCCD1	0.123297259
PSORS1C1	0.123297259
HLA-B	0.328141659
APOM	0.170125708
BAG6	0.597644687
CSNK2B-LY6G5B-1181	0.380376667
CSNK2B	0.615892053
DDAH2	0.661956608
ABHD16A	0.747095764
LY6G5B	0.123297259
LY6G6D	0.158249199
LY6G6C	0.212789536
LY6G5C	0.243218437
PRRC2A	0.3721928
GPANK1	0.144167379
AIF1	0.247530133
C6orf47	0.198833391
C6orf25	0.180262446
NCR3	0.146139458
MEGT1	0.111908376
LY6G6F	0.275654465
ZBTB12	0.529013634
SAPCD1	0.146139458
SKIV2L	0.591339469
NEU1	0.272162974
MSH5	0.403025925
SLC44A4	0.3721928
HSPA1L	0.39679274
EHMT2	0.519549906
LSM2	0.79617542
DXO	0.381113619
VWA7	0.432370752
STK19	0.403025925
NELFE	0.654942453
CLIC1	0.259951413
CFB	0.332020491
VARS	0.563471615
C2	0.432370752
C6orf48	0.146139458
NOTCH4	0.594703972
AGPAT1	0.630726159
HLA-DRB1	0.203587085
PBX2	0.661956608
C6orf10	0.153042644
ATF6B	0.519549906
GPSM3	0.337023795
PRRT1	0.449938416
TNXB	0.617971122
AGER	0.170547009
FKBPL	0.153042644
CYP21A2	0.506795704
HLA-DRA	0.356269389
BTNL2	0.153042644
RNF5	0.612969697
EGFL8	0.208481908
PPT2	0.49579075
HLA-DRB5	0.139342904
BRD2	0.422697425
HLA-DMB	0.180262446
HLA-DQB2	0.139342904
PSMB9	0.546293795
TAP1	0.493340611
HLA-DPB1	0.186891869
SLC39A7	0.373788834
HLA-DPA1	0.171650141
COL11A2	0.627284646
RXRB	0.784873009
TAP2	0.332020491
HSD17B8	0.375645339
HLA-DOA	0.138881207
HLA-DQB1	0.328141659
HLA-DOB	0.111908376
PSMB8	0.271128535
HLA-DMA	0.435993791
HLA-DQA1	0.186891869
RING1	0.716703832
HLA-DQA2	0.139342904
IP6K3	0.272405922
WDR46	0.427630723
RPS18	0.818333745
DAXX	0.743216276
TAPBP	0.256724298
SYNGAP1	0.571837127
ZBTB9	0.26082927
PFDN6	0.774626613
RGL2	0.519549906
UQCC2	0.240893245
BAK1	0.69786644
B3GALT4	0.571837127
CUTA	0.170125708
VPS52	0.627284646
KIFC1	0.658199012
ZBTB22	0.571837127
ITPR3	0.603037536
PHF1	0.675177455
SBP1	0.146139458
TCP11	0.111908376
GRM4	0.755424023
HMGA1	0.711284161
C6orf106	0.72829324
SCUBE3	0.764511526
PPARD	0.824708164
SNRPC	0.804062963
LEMD2	0.519549906
ANKS1A	0.596810639
PACSIN1	0.824708164
DEF6	0.782960892
ZNF76	0.448777288
SPDEF	0.644251704
C6orf1	0.123297259
RPS10	0.680607498
NUDT3	0.72829324
MLN	0.152543604
FANCE	0.658199012
UHRF1BP1	0.414402038
TAF11	0.747748911
ARMC12	0.234216228
PXT1	0.179693475
BRPF3	0.69566071
MAPK13	0.533326328
SRPK1	0.64767915
RPL10A	0.753586948
MAPK14	0.831385493
SRSF3	0.747748911
PNPLA1	0.209607884
ETV7	0.440754175
LHFPL5	0.491883337
SLC26A8	0.270724028
TULP1	0.516002595
CLPSL1	0.152543604
CLPSL2	0.123297259
KCTD20	0.653748095
STK38	0.748812795
C6orf222	0.123297259
FKBP5	0.653748095
CLPS	0.231108725
GLP1R	0.645917118
PIM1	0.831385493
FGD2	0.414402038
MTCH1	0.782960892
ZFAND3	0.716944396
DNAH8	0.414402038
MDGA1	0.836621523
GLO1	0.400788903
TBC1D22B	0.52679503
CDKN1A	0.581228554
C6orf89	0.169453561
BTBD9	0.554481149
RNF8	0.809293807
COX6A1P2	0.139342904
PI16	0.180262446
CPNE5	0.622939706
CCDC167	0.170125708
PPIL1	0.718702614
CMTR1	0.684573174
TMEM217	0.123297259
TREML4	0.111908376
SAYSD1	0.170125708
KIF6	0.215832233
NFYA	0.703963399
TREM1	0.152543604
FOXP4	0.735293925
TREML2	0.123297259
NCR2	0.138881207
KCNK5	0.72829324
UNC5CL	0.170125708
APOBEC2	0.397666126
KCNK16	0.243101463
TREML1	0.123297259
TSPO2	0.146139458
DAAM2	0.644251704
OARD1	0.230180964
TREM2	0.123297259
MOCS1	0.267443687
LRFN2	0.476040453
KCNK17	0.179693475
PGC	0.169639766
CCND3	0.833167911
TFEB	0.661956608
TRERF1	0.6703161
PRICKLE4	0.153042644
USP49	0.72829324
BYSL	0.693781972
TBCC	0.314002961
GUCA1A	0.336089313
UBR2	0.696435869
PRPH2	0.552713156
MDFI	0.490400255
MED20	0.58998549
TAF8	0.616565049
FRS3	0.824708164
GUCA1B	0.465901136
MRPS10	0.376176536
GLTSCR1L	0.552602291
DNPH1	0.17742236
PEX6	0.476971358
PPP2R5D	0.824708164
MRPL2	0.608086526
RPL7L1	0.756383896
PTK7	0.638582647
SLC22A7	0.319299012
KLC4	0.384959877
KLHDC3	0.72829324
MEA1	0.325380534
SRF	0.824708164
CNPY3	0.517733872
TTBK1	0.774301469
PTCRA	0.123297259
C6orf226	0.123297259
CUL9	0.607809544
CUL7	0.711244583
GNMT	0.644251704
CRIP3	0.309602141
RRP36	0.242065623
MRPL14	0.400384277
MRPS18A	0.167412758
MAD2L1BP	0.549312055
ABCC10	0.215832233
SLC35B2	0.595059097
ZNF318	0.27013588
SLC29A1	0.517733872
LRRC73	0.649592757
DLK2	0.767620981
RSPH9	0.123297259
XPO5	0.824708164
TJAP1	0.285455585
C6orf223	0.204157516
POLH	0.591802716
POLR1C	0.608086526
HSP90AB1	0.802043378
GTPBP2	0.684573174
YIPF3	0.595059097
CAPN11	0.152543604
TMEM63B	0.672696948
GPR116	0.272623926
CYP39A1	0.218534321
MEP1A	0.294392139
AARS2	0.426189721
TDRD6	0.123297259
ENPP5	0.288606137
RUNX2	0.782149553
PLA2G7	0.207279682
RCAN2	0.62208873
CLIC5	0.582548141
NFKBIE	0.594074547
TCTE1	0.238332257
SLC25A27	0.605333805
SUPT3H	0.550490081
SPATS1	0.152543604
ENPP4	0.595059097
CDC5L	0.826519787
CRISP1	0.111908376
GPR115	0.146139458
DEFB114	0.146139458
TNFRSF21	0.852899194
DEFB110	0.146139458
CRISP3	0.111908376
CENPQ	0.350519359
PGK2	0.247530133
RHAG	0.655459821
GPR110	0.123297259
GPR111	0.123297259
OPN5	0.716944396
MUT	0.465901136
DEFB113	0.146139458
CD2AP	0.708272398
PTCHD4	0.392636538
CRISP2	0.111908376
MCM3	0.705665529
TFAP2D	0.782939255
IL17F	0.111908376
PAQR8	0.50664252
GSTA1	0.111908376
ELOVL5	0.672696948
GSTA2	0.111908376
IL17A	0.111908376
GSTA3	0.158249199
GSTA4	0.218273506
EFHC1	0.252979308
TMEM14A	0.397666126
TFAP2B	0.875350475
DEFB112	0.146139458
ICK	0.75617367
PKHD1	0.324192852
GSTA5	0.111908376
GCM1	0.581620514
FBXO9	0.786468923
TRAM2	0.716944396
LRRC1	0.554481149
HCRTR2	0.662514627
BEND6	0.291511893
HMGCLL1	0.288606137
RAB23	0.444217145
KLHL31	0.542731762
FAM83B	0.400274664
DST	0.705665529
COL21A1	0.27322042
GCLC	0.575333595
TINAG	0.219123349
MLIP	0.123297259
BMP5	0.494644046
KHDRBS2	0.648438931
GFRAL	0.123297259
ZNF451	0.582069993
KIAA1586	0.123297259
BAG2	0.716405332
PRIM2	0.215832233
EYS	0.146139458
FAM135A	0.426189721
KHDC1L	0.111908376
LMBRD1	0.332857996
OGFRL1	0.261249274
B3GAT2	0.643106878
KCNQ5	0.716944396
KHDC1	0.111908376
DPPA5	0.237914741
COL9A1	0.591144443
COL19A1	0.367685169
KHDC3L	0.247034907
SMAP1	0.593909562
PTP4A1	0.754164875
RIMS1	0.658832133
C6orf57	0.177918807
FKBP1C	0.111908376
PHF3	0.341884285
LGSN	0.215832233
BAI3	0.653748095
MTO1	0.38356629
IMPG1	0.111908376
HTR1B	0.734542012
HMGN3	0.332483917
DDX43	0.408679605
MB21D1	0.153042644
IRAK1BP1	0.54977423
OOEP	0.171636716
MYO6	0.698162794
SENP6	0.703963399
COL12A1	0.650067151
LCA5	0.233205885
FILIP1	0.539853334
SLC17A5	0.703963399
PHIP	0.575333595
EEF1A1	0.782960892
CD109	0.152280733
COX7A2	0.145488262
TMEM30A	0.638582647
IBTK	0.603037536
RWDD2A	0.306355447
KIAA1009	0.123297259
MRAP2	0.334472895
CYB5R4	0.495185226
PGM3	0.544160545
PRSS35	0.250911236
SH3BGRL2	0.352169782
SNAP91	0.824708164
TTK	0.654773176
BCKDHB	0.204349279
ME1	0.389218092
FAM46A	0.563317478
DOPEY1	0.685284317
RIPPLY2	0.123297259
TPBG	0.272162974
UBE3D	0.437667578
TBX18	0.782939255
ELOVL4	0.738096178
AKIRIN2	0.663692355
CGA	0.286096573
PNRC1	0.527193248
SYNCRIP	0.782960892
SLC35A1	0.591455102
NT5E	0.389825463
CNR1	0.609206319
ORC3	0.705665529
HTR1E	0.50134784
RNGTT	0.692755163
SNX14	0.536140978
C6ORF165	0.198080674
SPACA1	0.200087011
ZNF292	0.390321255
RARS2	0.475502193
SMIM8	0.111908376
GJB7	0.176564395
MAP3K7	0.824708164
KLHL32	0.684573174
LYRM2	0.239817828
EPHA7	0.792615056
FUT9	0.582163036
FHL5	0.394304127
UFL1	0.613881767
GABRR1	0.310480386
GABRR2	0.349588096
SRSF12	0.354951352
GPR63	0.494588822
MANEA	0.247530133
GJA10	0.146139458
PM20D2	0.248114496
MDN1	0.549691439
ANKRD6	0.71511656
BACH2	0.748812795
UBE2J1	0.644251704
RRAGD	0.715265274
NDUFAF4	0.217423826
SIM1	0.875350475
CCNC	0.782960892
LIN28B	0.800036311
ATG5	0.852899194
FAXC	0.640821278
GRIK2	0.748882174
BVES	0.415049702
POPDC3	0.349588096
PNISR	0.69566071
ASCC3	0.705665529
PRDM1	0.824708164
PREP	0.786043048
HACE1	0.705665529
USP45	0.174265563
MMS22L	0.698162794
COQ3	0.14374274
FBXL4	0.414402038
MCHR2	0.207279682
C6orf203	0.170125708
ARMC2	0.168904573
PPIL6	0.169639766
NR2E1	0.836621523
OSTM1	0.39573288
CEP57L1	0.123297259
CD164	0.16872409
SNX3	0.799537539
PDSS2	0.303190827
SMPD2	0.170125708
AIM1	0.416011035
RTN4IP1	0.204349279
SCML4	0.21947448
SESN1	0.76454401
LACE1	0.203500494
SEC63	0.705665529
BEND3	0.672696948
QRSL1	0.331410021
GTF3C6	0.189010531
MICAL1	0.463452131
WISP3	0.294392139
KIAA1919	0.146139458
WASF1	0.824708164
REV3L	0.782960892
AK9	0.195026666
CDK19	0.786468923
GPR6	0.655124843
FIG4	0.392589241
CDC40	0.786468923
SLC22A16	0.263579309
FYN	0.824708164
DDO	0.18980889
RPF2	0.782960892
METTL24	0.302021682
ZBTB24	0.394194305
TRAF3IP2	0.440314889
AMD1	0.625946879
SLC16A10	0.63692981
TSPYL1	0.277585834
MARCKS	0.42346552
HDAC2	0.72829324
RSPH4A	0.200292945
FRK	0.250911236
COL10A1	0.459062904
ZUFSP	0.230765387
TUBE1	0.204349279
LAMA4	0.492040008
TSPYL4	0.211224914
FAM26E	0.349588096
FAM229B	0.144167379
NT5DC1	0.477075309
FAM26F	0.123297259
RWDD1	0.378442705
HS3ST5	0.557658136
DSE	0.554481149
FAM26D	0.144167379
RFPL4B	0.111908376
CEP85L	0.443194807
GPRC6A	0.219123349
SLC35F1	0.715939522
GJA1	0.833060265
ASF1A	0.716405332
MCM9	0.671574891
DCBLD1	0.316797912
GOPC	0.692755163
VGLL2	0.80743432
KPNA5	0.473259091
TBC1D32	0.367685169
SERINC1	0.492040008
MAN1A1	0.624641776
HSF2	0.824708164
NUS1	0.672696948
PLN	0.525279939
RFX6	0.703936815
FAM184A	0.346919805
FAM162B	0.216339201
ROS1	0.324825943
PKIB	0.152543604
SMPDL3A	0.251471996
FABP7	0.396524519
RSPO3	0.613205314
HEY2	0.875350475
CLVS2	0.735812962
HDDC2	0.394304127
CENPW	0.230437115
TRMT11	0.237181425
TPD52L1	0.386892766
HINT3	0.200602785
RNF146	0.591455102
RNF217	0.505607247
C6orf58	0.123297259
KIAA0408	0.145488262
NCOA7	0.693781972
TRDN	0.203408599
ECHDC1	0.349588096
NKAIN2	0.262565732
MED23	0.693768978
STX7	0.76454401
EPB41L2	0.543343067
ENPP1	0.747131348
ENPP3	0.253659815
MOXD1	0.349588096
PTPRK	0.694493771
CTGF	0.753885806
ARHGAP18	0.492040008
L3MBTL3	0.581344306
SAMD3	0.263233483
ARG1	0.276098222
OR2A4	0.25535503
THEMIS	0.550399423
LAMA2	0.679628551
TMEM200A	0.737350285
AKAP7	0.146139458
TMEM244	0.161431462
AHI1	0.172060996
VNN2	0.111908376
SGK1	0.824708164
EYA4	0.604412496
SLC18B1	0.250016063
TAAR5	0.170125708
VNN3	0.111908376
ALDH8A1	0.352169782
TCF21	0.754748583
RPS12	0.752372742
TAAR8	0.111908376
TAAR1	0.18980889
PDE7B	0.707306206
MYB	0.75617367
HBS1L	0.426189721
SLC2A12	0.288511723
TAAR6	0.1311391
TAAR2	0.170125708
VNN1	0.111908376
TBPL1	0.824708164
PERP	0.70647347
IFNGR1	0.545987666
OLIG3	0.735812962
MTFR2	0.123297259
PEX7	0.334683508
IL22RA2	0.123297259
PBOV1	0.146139458
CCDC28A	0.161431462
KIAA1244	0.645917118
SLC35D3	0.651181638
MAP3K5	0.75617367
REPS1	0.738502383
HEBP2	0.170125708
MAP7	0.721385539
TNFAIP3	0.824708164
ECT2L	0.22862041
IL20RA	0.233368546
TXLNB	0.219043836
VTA1	0.613242924
NMBR	0.300067365
SF3B5	0.787578583
HIVEP2	0.824708164
ADAT2	0.213315144
HECA	0.476040453
PLAGL1	0.44102028
GPR126	0.490848213
UTRN	0.636561334
STX11	0.538989961
LTV1	0.610034525
ABRACL	0.517254055
AIG1	0.294196963
PHACTR2	0.388757676
CITED2	0.713102221
PEX3	0.622487426
FUCA2	0.291101545
PCMT1	0.72829324
GINM1	0.215463996
GRM1	0.79233712
ZC3H12D	0.51624912
SUMO4	0.254481137
KATNA1	0.705665529
TAB2	0.591455102
STXBP5	0.748812795
LATS1	0.782960892
NUP43	0.551736712
PPIL4	0.526022315
FBXO30	0.852899194
SAMD5	0.412359506
LRP11	0.403025925
SASH1	0.492040008
EPM2A	0.7284199
SHPRH	0.64767915
RAB32	0.558020055
UST	0.653748095
RAET1G	0.138881207
C6orf211	0.250911236
ULBP3	0.138881207
ESR1	0.762403488
PPP1R14C	0.498695225
SYNE1	0.393362939
ZBTB2	0.72829324
RAET1L	0.138881207
RMND1	0.215832233
CCDC170	0.227266595
MTHFD1L	0.705665529
MYCT1	0.18980889
ULBP1	0.138881207
PLEKHG1	0.443194807
AKAP12	0.545450985
VIP	0.231108725
IYD	0.396106541
FBXO5	0.743216276
RAET1E	0.111908376
ULBP2	0.111908376
TFB1M	0.174265563
IPCEF1	0.54232949
SCAF8	0.591455102
NOX3	0.250911236
SNX9	0.75617367
